s1,s2,Re(z_ex.11),Im(z_ex.11),Abs(z_ex.11),Arg(z_ex.11),Re(z_ex.21),Im(z_ex.21),Abs(z_ex.21),Arg(z_ex.21),Re(z_ex.12),Im(z_ex.12),Abs(z_ex.12),Arg(z_ex.12),Re(z_ex.22),Im(z_ex.22),Abs(z_ex.22),Arg(z_ex.22)
+9.64285714E-01,+0.00000000E+00,+9.91613484E-02,+1.10800340E-01,+1.48693269E-01,+8.40775368E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.07532886E-03,+2.09745944E-01,+2.09768489E-01,+1.55613522E+00
+9.80357143E-01,+0.00000000E+00,+1.02343018E-01,+1.07426423E-01,+1.48372942E-01,+8.09626718E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.07195096E-03,+2.09649943E-01,+2.09672448E-01,+1.55614461E+00
+9.96428571E-01,+0.00000000E+00,+1.05574368E-01,+1.03999975E-01,+1.48195620E-01,+7.77885970E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.06852299E-03,+2.09552464E-01,+2.09574929E-01,+1.55615415E+00
+1.01250000E+00,+0.00000000E+00,+1.08855258E-01,+1.00521148E-01,+1.48168715E-01,+7.45614728E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.06504523E-03,+2.09453510E-01,+2.09475935E-01,+1.55616384E+00
+1.02857143E+00,+0.00000000E+00,+1.12185549E-01,+9.69900966E-02,+1.48299279E-01,+7.12881086E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.06151794E-03,+2.09353088E-01,+2.09375472E-01,+1.55617366E+00
+1.04464286E+00,+0.00000000E+00,+1.15565099E-01,+9.34069796E-02,+1.48593929E-01,+6.79759016E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.05794141E-03,+2.09251203E-01,+2.09273546E-01,+1.55618363E+00
+1.06071429E+00,+0.00000000E+00,+1.18993764E-01,+8.97719561E-02,+1.49058780E-01,+6.46327558E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.05431592E-03,+2.09147860E-01,+2.09170161E-01,+1.55619374E+00
+1.07678571E+00,+0.00000000E+00,+1.22471399E-01,+8.60851875E-02,+1.49699375E-01,+6.12669848E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.05064174E-03,+2.09043064E-01,+2.09065323E-01,+1.55620400E+00
+1.09285714E+00,+0.00000000E+00,+1.25997856E-01,+8.23468372E-02,+1.50520634E-01,+5.78871999E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.04691917E-03,+2.08936822E-01,+2.08959037E-01,+1.55621439E+00
+1.10892857E+00,+0.00000000E+00,+1.29572987E-01,+7.85570707E-02,+1.51526804E-01,+5.45021875E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.04314850E-03,+2.08829137E-01,+2.08851309E-01,+1.55622493E+00
+1.12500000E+00,+0.00000000E+00,+1.33196640E-01,+7.47160552E-02,+1.52721425E-01,+5.11207807E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.03933001E-03,+2.08720017E-01,+2.08742145E-01,+1.55623560E+00
