s,n,Re(f_ex.tm),Im(f_ex.tm),Abs(f_ex.tm),Arg(f_ex.tm),Re(f_ex.te),Im(f_ex.te),Abs(f_ex.te),Arg(f_ex.te)
+2.20000000E-01,+8.00000000E+00,-1.40385988E-18,-7.82654112E-17,+7.82780008E-17,-1.58873157E+00,-2.01025802E-17,-4.46809746E-17,+4.89949306E-17,-1.99357844E+00
+2.30000000E-01,+8.00000000E+00,-1.44526741E-18,-7.58956469E-17,+7.59094066E-17,-1.58983685E+00,-1.94502195E-17,-4.35571961E-17,+4.77026244E-17,-1.99077281E+00
+2.40000000E-01,+8.00000000E+00,-1.48380662E-18,-7.34843088E-17,+7.34992879E-17,-1.59098574E+00,-1.87882855E-17,-4.24038893E-17,+4.63798393E-17,-1.98788011E+00
+2.50000000E-01,+8.00000000E+00,-1.51911784E-18,-7.10382808E-17,+7.10545217E-17,-1.59217756E+00,-1.81187978E-17,-4.12236649E-17,+4.50297832E-17,-1.98490449E+00
+2.60000000E-01,+8.00000000E+00,-1.55087010E-18,-6.85644583E-17,+6.85819957E-17,-1.59341163E+00,-1.74437643E-17,-4.00192183E-17,+4.36557298E-17,-1.98185016E+00
+2.70000000E-01,+8.00000000E+00,-1.57876398E-18,-6.60697203E-17,+6.60885802E-17,-1.59468720E+00,-1.67651719E-17,-3.87933224E-17,+4.22610087E-17,-1.97872132E+00
+2.80000000E-01,+8.00000000E+00,-1.60253412E-18,-6.35609008E-17,+6.35810996E-17,-1.59600356E+00,-1.60849780E-17,-3.75488194E-17,+4.08489945E-17,-1.97552221E+00
+2.90000000E-01,+8.00000000E+00,-1.62195146E-18,-6.10447607E-17,+6.10663044E-17,-1.59735995E+00,-1.54051014E-17,-3.62886125E-17,+3.94230966E-17,-1.97225706E+00
+3.00000000E-01,+8.00000000E+00,-1.63682503E-18,-5.85279602E-17,+5.85508439E-17,-1.59875559E+00,-1.47274143E-17,-3.50156565E-17,+3.79867468E-17,-1.96893010E+00
+3.10000000E-01,+8.00000000E+00,-1.64700343E-18,-5.60170319E-17,+5.60412392E-17,-1.60018969E+00,-1.40537347E-17,-3.37329474E-17,+3.65433879E-17,-1.96554551E+00
+3.20000000E-01,+8.00000000E+00,-1.65237589E-18,-5.35183542E-17,+5.35438567E-17,-1.60166146E+00,-1.33858178E-17,-3.24435119E-17,+3.50964611E-17,-1.96210748E+00
+3.30000000E-01,+8.00000000E+00,-1.65287294E-18,-5.10381259E-17,+5.10648831E-17,-1.60317008E+00,-1.27253500E-17,-3.11503953E-17,+3.36493932E-17,-1.95862012E+00
+3.40000000E-01,+8.00000000E+00,-1.64846662E-18,-4.85823415E-17,+4.86103008E-17,-1.60471471E+00,-1.20739415E-17,-2.98566500E-17,+3.22055836E-17,-1.95508752E+00
+3.50000000E-01,+8.00000000E+00,-1.63917037E-18,-4.61567678E-17,+4.61858646E-17,-1.60629452E+00,-1.14331204E-17,-2.85653224E-17,+3.07683910E-17,-1.95151368E+00
+3.60000000E-01,+8.00000000E+00,-1.62503843E-18,-4.37669216E-17,+4.37970796E-17,-1.60790865E+00,-1.08043268E-17,-2.72794399E-17,+2.93411199E-17,-1.94790255E+00
+3.70000000E-01,+8.00000000E+00,-1.60616486E-18,-4.14180491E-17,+4.14491804E-17,-1.60955625E+00,-1.01889084E-17,-2.60019971E-17,+2.79270068E-17,-1.94425802E+00
+3.80000000E-01,+8.00000000E+00,-1.58268224E-18,-3.91151060E-17,+3.91471123E-17,-1.61123644E+00,-9.58811517E-18,-2.47359425E-17,+2.65292066E-17,-1.94058386E+00
+3.90000000E-01,+8.00000000E+00,-1.55475984E-18,-3.68627400E-17,+3.68955130E-17,-1.61294835E+00,-9.00309626E-18,-2.34841639E-17,+2.51507792E-17,-1.93688379E+00
+4.00000000E-01,+8.00000000E+00,-1.52260163E-18,-3.46652746E-17,+3.46986971E-17,-1.61469108E+00,-8.43489632E-18,-2.22494744E-17,+2.37946756E-17,-1.93316140E+00
+4.10000000E-01,+8.00000000E+00,-1.48644376E-18,-3.25266949E-17,+3.25606418E-17,-1.61646375E+00,-7.88445319E-18,-2.10345987E-17,+2.24637251E-17,-1.92942022E+00
+4.20000000E-01,+8.00000000E+00,-1.44655190E-18,-3.04506350E-17,+3.04849747E-17,-1.61826546E+00,-7.35259593E-18,-1.98421587E-17,+2.11606221E-17,-1.92566365E+00
+4.30000000E-01,+8.00000000E+00,-1.40321822E-18,-2.84403677E-17,+2.84749633E-17,-1.62009531E+00,-6.84004362E-18,-1.86746601E-17,+1.98879140E-17,-1.92189500E+00
+4.40000000E-01,+8.00000000E+00,-1.35675811E-18,-2.64987960E-17,+2.65335067E-17,-1.62195240E+00,-6.34740483E-18,-1.75344790E-17,+1.86479892E-17,-1.91811746E+00
+4.50000000E-01,+8.00000000E+00,-1.30750677E-18,-2.46284470E-17,+2.46631298E-17,-1.62383582E+00,-5.87517773E-18,-1.64238494E-17,+1.74430657E-17,-1.91433410E+00
+4.60000000E-01,+8.00000000E+00,-1.25581555E-18,-2.28314676E-17,+2.28659788E-17,-1.62574467E+00,-5.42375091E-18,-1.53448511E-17,+1.62751814E-17,-1.91054789E+00
+4.70000000E-01,+8.00000000E+00,-1.20204825E-18,-2.11096228E-17,+2.11438193E-17,-1.62767804E+00,-4.99340478E-18,-1.42993983E-17,+1.51461838E-17,-1.90676170E+00
+4.80000000E-01,+8.00000000E+00,-1.14657725E-18,-1.94642956E-17,+1.94980369E-17,-1.62963502E+00,-4.58431367E-18,-1.32892296E-17,+1.40577222E-17,-1.90297824E+00
+4.90000000E-01,+8.00000000E+00,-1.08977967E-18,-1.78964902E-17,+1.79296397E-17,-1.63161471E+00,-4.19654850E-18,-1.23158984E-17,+1.30112403E-17,-1.89920013E+00
+5.00000000E-01,+8.00000000E+00,-1.03203350E-18,-1.64068359E-17,+1.64392627E-17,-1.63361621E+00,-3.83008007E-18,-1.13807653E-17,+1.20079696E-17,-1.89542989E+00
+5.10000000E-01,+8.00000000E+00,-9.73713764E-19,-1.49955948E-17,+1.50271747E-17,-1.63563862E+00,-3.48478289E-18,-1.04849909E-17,+1.10489251E-17,-1.89166988E+00
+5.20000000E-01,+8.00000000E+00,-9.15188839E-19,-1.36626704E-17,+1.36932879E-17,-1.63768103E+00,-3.16043952E-18,-9.62953063E-18,+1.01349020E-17,-1.88792237E+00
+5.30000000E-01,+8.00000000E+00,-8.56816841E-19,-1.24076192E-17,+1.24371681E-17,-1.63974257E+00,-2.85674548E-18,-8.81513057E-18,+9.26647300E-18,-1.88418952E+00
+5.40000000E-01,+8.00000000E+00,-7.98942234E-19,-1.12296636E-17,+1.12580484E-17,-1.64182235E+00,-2.57331447E-18,-8.04232544E-18,+8.44398874E-18,-1.88047337E+00
+5.50000000E-01,+8.00000000E+00,-7.41892642E-19,-1.01277075E-17,+1.01548443E-17,-1.64391948E+00,-2.30968412E-18,-7.31143754E-18,+7.66757848E-18,-1.87677582E+00
+5.60000000E-01,+8.00000000E+00,-6.85975917E-19,-9.10035265E-18,+9.12617013E-18,-1.64603309E+00,-2.06532205E-18,-6.62257777E-18,+6.93715298E-18,-1.87309871E+00
+5.70000000E-01,+8.00000000E+00,-6.31477506E-19,-8.14591829E-18,+8.17035792E-18,-1.64816233E+00,-1.83963223E-18,-5.97564816E-18,+6.25240895E-18,-1.86944373E+00
+5.80000000E-01,+8.00000000E+00,-5.78658127E-19,-7.26246083E-18,+7.28547750E-18,-1.65030632E+00,-1.63196157E-18,-5.37034620E-18,+5.61283502E-18,-1.86581248E+00
+5.90000000E-01,+8.00000000E+00,-5.27751803E-19,-6.44779588E-18,+6.46935806E-18,-1.65246423E+00,-1.44160682E-18,-4.80617079E-18,+5.01771939E-18,-1.86220646E+00
+6.00000000E-01,+8.00000000E+00,-4.78964261E-19,-5.69952127E-18,+5.71961096E-18,-1.65463522E+00,-1.26782142E-18,-4.28242992E-18,+4.46615911E-18,-1.85862707E+00
+6.10000000E-01,+8.00000000E+00,-4.32471723E-19,-5.01504112E-18,+5.03365366E-18,-1.65681845E+00,-1.10982267E-18,-3.79824992E-18,+3.95707074E-18,-1.85507559E+00
+6.20000000E-01,+8.00000000E+00,-3.88420092E-19,-4.39159085E-18,+4.40873455E-18,-1.65901310E+00,-9.66798718E-19,-3.35258633E-18,+3.48920261E-18,-1.85155323E+00
+6.30000000E-01,+8.00000000E+00,-3.46924550E-19,-3.82626287E-18,+3.84195838E-18,-1.66121838E+00,-8.37915636E-19,-2.94423616E-18,+3.06114834E-18,-1.84806110E+00
+6.40000000E-01,+8.00000000E+00,-3.08069561E-19,-3.31603272E-18,+3.33031228E-18,-1.66343347E+00,-7.22324380E-19,-2.57185155E-18,+2.67136162E-18,-1.84460022E+00
+6.50000000E-01,+8.00000000E+00,-2.71909276E-19,-2.85778541E-18,+2.87069192E-18,-1.66565761E+00,-6.19167592E-19,-2.23395464E-18,+2.31817209E-18,-1.84117153E+00
+6.60000000E-01,+8.00000000E+00,-2.38468334E-19,-2.44834178E-18,+2.45992777E-18,-1.66789000E+00,-5.27586195E-19,-1.92895352E-18,+1.99980221E-18,-1.83777586E+00
+6.70000000E-01,+8.00000000E+00,-2.07743039E-19,-2.08448466E-18,+2.09481109E-18,-1.67012990E+00,-4.46725742E-19,-1.65515906E-18,+1.71438484E-18,-1.83441400E+00
+6.80000000E-01,+8.00000000E+00,-1.79702882E-19,-1.76298450E-18,+1.77211949E-18,-1.67237655E+00,-3.75742447E-19,-1.41080245E-18,+1.45998149E-18,-1.83108665E+00
+6.90000000E-01,+8.00000000E+00,-1.54292400E-19,-1.48062427E-18,+1.48864179E-18,-1.67462923E+00,-3.13808848E-19,-1.19405332E-18,+1.23460087E-18,-1.82779441E+00
+7.00000000E-01,+8.00000000E+00,-1.31433317E-19,-1.23422343E-18,+1.24120192E-18,-1.67688720E+00,-2.60119077E-19,-1.00303801E-18,+1.03621773E-18,-1.82453786E+00
+7.10000000E-01,+8.00000000E+00,-1.11026939E-19,-1.02066072E-18,+1.02668169E-18,-1.67914976E+00,-2.13893665E-19,-8.35858086E-19,+8.62791539E-19,-1.82131746E+00
+7.20000000E-01,+8.00000000E+00,-9.29567652E-20,-8.36895488E-19,+8.42042171E-19,-1.68141622E+00,-1.74383872E-19,-6.90608531E-19,+7.12284969E-19,-1.81813365E+00
+7.30000000E-01,+8.00000000E+00,-7.70912520E-20,-6.79987395E-19,+6.84343421E-19,-1.68368590E+00,-1.40875496E-19,-5.65395629E-19,+5.82681837E-19,-1.81498678E+00
+7.40000000E-01,+8.00000000E+00,-6.32866981E-20,-5.47114336E-19,+5.50762474E-19,-1.68595813E+00,-1.12692131E-19,-4.58354162E-19,+4.72004295E-19,-1.81187716E+00
+7.50000000E-01,+8.00000000E+00,-5.13901847E-20,-4.35588307E-19,+4.38609307E-19,-1.68823227E+00,-8.91978646E-20,-3.67663729E-19,+3.78329059E-19,-1.80880504E+00
+7.60000000E-01,+8.00000000E+00,-4.12425242E-20,-3.42869121E-19,+3.45340673E-19,-1.69050767E+00,-6.97993964E-20,-2.91563956E-19,+2.99802428E-19,-1.80577062E+00
+7.70000000E-01,+8.00000000E+00,-3.26811594E-20,-2.66575834E-19,+2.68571654E-19,-1.69278372E+00,-5.39475674E-20,-2.28368373E-19,+2.34653902E-19,-1.80277404E+00
+7.80000000E-01,+8.00000000E+00,-2.55429616E-20,-2.04495757E-19,+2.06084831E-19,-1.69505980E+00,-4.11383039E-20,-1.76476761E-19,+1.81208188E-19,-1.79981541E+00
+7.90000000E-01,+8.00000000E+00,-1.96668738E-20,-1.54591007E-19,+1.55836983E-19,-1.69733533E+00,-3.09129841E-20,-1.34385783E-19,+1.37895436E-19,-1.79689478E+00
+8.00000000E-01,+8.00000000E+00,-1.48963505E-20,-1.15002533E-19,+1.15963286E-19,-1.69960973E+00,-2.28582409E-20,-1.00697751E-19,+1.03259557E-19,-1.79401218E+00
+8.10000000E-01,+8.00000000E+00,-1.10815492E-20,-8.40516366E-20,+8.47789971E-20,-1.70188245E+00,-1.66052254E-20,-7.41274022E-20,+7.59645000E-20,-1.79116758E+00
+8.20000000E-01,+8.00000000E+00,-8.08123300E-21,-6.02390204E-20,+6.07786632E-20,-1.70415292E+00,-1.18283627E-20,-5.35065982E-20,+5.47984144E-20,-1.78836093E+00
+8.30000000E-01,+8.00000000E+00,-5.76435162E-21,-4.22414354E-20,+4.26329287E-20,-1.70642063E+00,-8.24363757E-21,-3.77868931E-20,+3.86756623E-20,-1.78559214E+00
+8.40000000E-01,+8.00000000E+00,-4.01127524E-21,-2.89060655E-20,+2.91830593E-20,-1.70868505E+00,-5.60645667E-21,-2.60399714E-20,+2.66366752E-20,-1.78286108E+00
+8.50000000E-01,+8.00000000E+00,-2.71466388E-21,-1.92428061E-20,+1.94333472E-20,-1.71094568E+00,-3.70914104E-21,-1.74559930E-20,+1.78457115E-20,-1.78016761E+00
+8.60000000E-01,+8.00000000E+00,-1.77996566E-21,-1.24146500E-20,+1.25416032E-20,-1.71320205E+00,-2.37810751E-21,-1.13399370E-20,+1.15866115E-20,-1.77751154E+00
+8.70000000E-01,+8.00000000E+00,-1.12554714E-21,-7.72643287E-21,+7.80798446E-21,-1.71545366E+00,-1.47080504E-21,-7.10608406E-21,+7.25670023E-21,-1.77489268E+00
+8.80000000E-01,+8.00000000E+00,-6.82470218E-22,-4.61222902E-21,+4.66244809E-21,-1.71770008E+00,-8.72475851E-22,-4.27082952E-21,+4.35903646E-21,-1.77231079E+00
+8.90000000E-01,+8.00000000E+00,-3.93941334E-22,-2.62172579E-21,+2.65115747E-21,-1.71994085E+00,-4.92815208E-22,-2.44406889E-21,+2.49325882E-21,-1.76976562E+00
+9.00000000E-01,+8.00000000E+00,-2.14470006E-22,-1.40593444E-21,+1.42219866E-21,-1.72217555E+00,-2.62605844E-22,-1.31944297E-21,+1.34532211E-21,-1.76725691E+00
+9.10000000E-01,+8.00000000E+00,-1.08784476E-22,-7.02619189E-22,+7.10990708E-22,-1.72440376E+00,-1.30403844E-22,-6.63772687E-22,+6.76460895E-22,-1.76478437E+00
+9.20000000E-01,+8.00000000E+00,-5.05619617E-23,-3.21840719E-22,+3.25788214E-22,-1.72662508E+00,-5.93514606E-23,-3.06047258E-22,+3.11749130E-22,-1.76234770E+00
+9.30000000E-01,+8.00000000E+00,-2.10392180E-23,-1.32013321E-22,+1.33679339E-22,-1.72883914E+00,-2.41889801E-23,-1.26353597E-22,+1.28648118E-22,-1.75994657E+00
+9.40000000E-01,+8.00000000E+00,-7.57493244E-24,-4.68643780E-23,+4.74726187E-23,-1.73104555E+00,-8.53182140E-24,-4.51449523E-23,+4.59440823E-23,-1.75758065E+00
+9.50000000E-01,+8.00000000E+00,-2.23829227E-24,-1.36571307E-23,+1.38393342E-23,-1.73324396E+00,-2.47028775E-24,-1.32402558E-23,+1.34687302E-23,-1.75524960E+00
+9.60000000E-01,+8.00000000E+00,-4.96805176E-25,-2.99025255E-24,+3.03124161E-24,-1.73543403E+00,-5.37372669E-25,-2.91735568E-24,+2.96643448E-24,-1.75295305E+00
+9.70000000E-01,+8.00000000E+00,-7.01599968E-26,-4.16666731E-25,+4.22532353E-25,-1.73761542E+00,-7.43921242E-26,-4.09061824E-25,+4.15771288E-25,-1.75069064E+00
+9.80000000E-01,+8.00000000E+00,-4.34273197E-27,-2.54528366E-26,+2.58206547E-26,-1.73978782E+00,-4.51477288E-27,-2.51436850E-26,+2.55458034E-26,-1.74846199E+00
+9.90000000E-01,+8.00000000E+00,-3.58678568E-29,-2.07513761E-28,+2.10590750E-28,-1.74195093E+00,-3.65678735E-29,-2.06255842E-28,+2.09472389E-28,-1.74626672E+00
+1.00000000E+00,+8.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
