s,n,Re(f_ex.tm),Im(f_ex.tm),Abs(f_ex.tm),Arg(f_ex.tm),Re(f_ex.te),Im(f_ex.te),Abs(f_ex.te),Arg(f_ex.te)
+9.00000000E-02,+4.00000000E+00,-3.20912170E-08,-1.53481225E-06,+1.53514771E-06,-1.59170217E+00,-4.44702528E-07,-1.04390524E-06,+1.13467990E-06,-1.97351278E+00
+1.00000000E-01,+4.00000000E+00,-3.27442612E-08,-1.52803742E-06,+1.52838822E-06,-1.59222201E+00,-4.42242763E-07,-1.04081848E-06,+1.13087655E-06,-1.97258145E+00
+1.10000000E-01,+4.00000000E+00,-3.34558573E-08,-1.52056195E-06,+1.52092996E-06,-1.59279508E+00,-4.39534238E-07,-1.03739536E-06,+1.12666742E-06,-1.97155703E+00
+1.20000000E-01,+4.00000000E+00,-3.42230278E-08,-1.51238969E-06,+1.51277685E-06,-1.59342091E+00,-4.36579981E-07,-1.03363266E-06,+1.12205104E-06,-1.97044097E+00
+1.30000000E-01,+4.00000000E+00,-3.50425496E-08,-1.50352491E-06,+1.50393322E-06,-1.59409904E+00,-4.33383299E-07,-1.02952696E-06,+1.11702589E-06,-1.96923483E+00
+1.40000000E-01,+4.00000000E+00,-3.59109635E-08,-1.49397229E-06,+1.49440383E-06,-1.59482893E+00,-4.29947777E-07,-1.02507465E-06,+1.11159036E-06,-1.96794028E+00
+1.50000000E-01,+4.00000000E+00,-3.68245852E-08,-1.48373696E-06,+1.48419386E-06,-1.59561004E+00,-4.26277272E-07,-1.02027200E-06,+1.10574286E-06,-1.96655911E+00
+1.60000000E-01,+4.00000000E+00,-3.77795173E-08,-1.47282450E-06,+1.47330896E-06,-1.59644177E+00,-4.22375911E-07,-1.01511512E-06,+1.09948175E-06,-1.96509318E+00
+1.70000000E-01,+4.00000000E+00,-3.87716613E-08,-1.46124095E-06,+1.46175523E-06,-1.59732348E+00,-4.18248090E-07,-1.00960007E-06,+1.09280546E-06,-1.96354448E+00
+1.80000000E-01,+4.00000000E+00,-3.97967308E-08,-1.44899284E-06,+1.44953925E-06,-1.59825452E+00,-4.13898466E-07,-1.00372284E-06,+1.08571243E-06,-1.96191508E+00
+1.90000000E-01,+4.00000000E+00,-4.08502657E-08,-1.43608720E-06,+1.43666809E-06,-1.59923419E+00,-4.09331957E-07,-9.97479399E-07,+1.07820119E-06,-1.96020713E+00
+2.00000000E-01,+4.00000000E+00,-4.19276461E-08,-1.42253156E-06,+1.42314931E-06,-1.60026176E+00,-4.04553736E-07,-9.90865763E-07,+1.07027038E-06,-1.95842284E+00
+2.10000000E-01,+4.00000000E+00,-4.30241082E-08,-1.40833400E-06,+1.40899103E-06,-1.60133648E+00,-3.99569227E-07,-9.83877997E-07,+1.06191877E-06,-1.95656452E+00
+2.20000000E-01,+4.00000000E+00,-4.41347595E-08,-1.39350314E-06,+1.39420188E-06,-1.60245755E+00,-3.94384102E-07,-9.76512272E-07,+1.05314531E-06,-1.95463453E+00
+2.30000000E-01,+4.00000000E+00,-4.52545955E-08,-1.37804816E-06,+1.37879103E-06,-1.60362416E+00,-3.89004272E-07,-9.68764908E-07,+1.04394912E-06,-1.95263528E+00
+2.40000000E-01,+4.00000000E+00,-4.63785167E-08,-1.36197885E-06,+1.36276827E-06,-1.60483548E+00,-3.83435888E-07,-9.60632419E-07,+1.03432960E-06,-1.95056924E+00
+2.50000000E-01,+4.00000000E+00,-4.75013459E-08,-1.34530557E-06,+1.34614392E-06,-1.60609063E+00,-3.77685329E-07,-9.52111550E-07,+1.02428639E-06,-1.94843892E+00
+2.60000000E-01,+4.00000000E+00,-4.86178463E-08,-1.32803934E-06,+1.32892896E-06,-1.60738873E+00,-3.71759202E-07,-9.43199333E-07,+1.01381945E-06,-1.94624687E+00
+2.70000000E-01,+4.00000000E+00,-4.97227397E-08,-1.31019178E-06,+1.31113495E-06,-1.60872886E+00,-3.65664331E-07,-9.33893127E-07,+1.00292910E-06,-1.94399565E+00
+2.80000000E-01,+4.00000000E+00,-5.08107258E-08,-1.29177520E-06,+1.29277411E-06,-1.61011009E+00,-3.59407757E-07,-9.24190669E-07,+9.91616019E-07,-1.94168787E+00
+2.90000000E-01,+4.00000000E+00,-5.18765010E-08,-1.27280257E-06,+1.27385932E-06,-1.61153148E+00,-3.52996724E-07,-9.14090121E-07,+9.79881338E-07,-1.93932615E+00
+3.00000000E-01,+4.00000000E+00,-5.29147778E-08,-1.25328758E-06,+1.25440413E-06,-1.61299205E+00,-3.46438678E-07,-9.03590118E-07,+9.67726645E-07,-1.93691312E+00
+3.10000000E-01,+4.00000000E+00,-5.39203050E-08,-1.23324459E-06,+1.23442279E-06,-1.61449081E+00,-3.39741259E-07,-8.92689819E-07,+9.55154038E-07,-1.93445139E+00
+3.20000000E-01,+4.00000000E+00,-5.48878876E-08,-1.21268873E-06,+1.21393025E-06,-1.61602677E+00,-3.32912291E-07,-8.81388952E-07,+9.42166163E-07,-1.93194362E+00
+3.30000000E-01,+4.00000000E+00,-5.58124068E-08,-1.19163586E-06,+1.19294218E-06,-1.61759892E+00,-3.25959776E-07,-8.69687869E-07,+9.28766260E-07,-1.92939241E+00
+3.40000000E-01,+4.00000000E+00,-5.66888406E-08,-1.17010259E-06,+1.17147501E-06,-1.61920623E+00,-3.18891886E-07,-8.57587590E-07,+9.14958200E-07,-1.92680039E+00
+3.50000000E-01,+4.00000000E+00,-5.75122840E-08,-1.14810633E-06,+1.14954591E-06,-1.62084766E+00,-3.11716954E-07,-8.45089851E-07,+9.00746532E-07,-1.92417014E+00
+3.60000000E-01,+4.00000000E+00,-5.82779696E-08,-1.12566526E-06,+1.12717284E-06,-1.62252217E+00,-3.04443467E-07,-8.32197156E-07,+8.86136519E-07,-1.92150424E+00
+3.70000000E-01,+4.00000000E+00,-5.89812878E-08,-1.10279837E-06,+1.10437450E-06,-1.62422871E+00,-2.97080054E-07,-8.18912820E-07,+8.71134183E-07,-1.91880523E+00
+3.80000000E-01,+4.00000000E+00,-5.96178075E-08,-1.07952546E-06,+1.08117043E-06,-1.62596622E+00,-2.89635482E-07,-8.05241017E-07,+8.55746345E-07,-1.91607562E+00
+3.90000000E-01,+4.00000000E+00,-6.01832956E-08,-1.05586716E-06,+1.05758096E-06,-1.62773365E+00,-2.82118638E-07,-7.91186823E-07,+8.39980663E-07,-1.91331790E+00
+4.00000000E-01,+4.00000000E+00,-6.06737376E-08,-1.03184492E-06,+1.03362723E-06,-1.62952991E+00,-2.74538526E-07,-7.76756260E-07,+8.23845671E-07,-1.91053449E+00
+4.10000000E-01,+4.00000000E+00,-6.10853567E-08,-1.00748103E-06,+1.00933119E-06,-1.63135396E+00,-2.66904256E-07,-7.61956340E-07,+8.07350819E-07,-1.90772780E+00
+4.20000000E-01,+4.00000000E+00,-6.14146334E-08,-9.82798631E-07,+9.84715647E-07,-1.63320472E+00,-2.59225028E-07,-7.46795098E-07,+7.90506505E-07,-1.90490017E+00
+4.30000000E-01,+4.00000000E+00,-6.16583243E-08,-9.57821688E-07,+9.59804217E-07,-1.63508112E+00,-2.51510128E-07,-7.31281638E-07,+7.73324110E-07,-1.90205390E+00
+4.40000000E-01,+4.00000000E+00,-6.18134803E-08,-9.32575022E-07,+9.34621356E-07,-1.63698210E+00,-2.43768909E-07,-7.15426162E-07,+7.55816033E-07,-1.89919124E+00
+4.50000000E-01,+4.00000000E+00,-6.18774648E-08,-9.07084293E-07,+9.09192353E-07,-1.63890659E+00,-2.36010787E-07,-6.99240005E-07,+7.37995716E-07,-1.89631437E+00
+4.60000000E-01,+4.00000000E+00,-6.18479701E-08,-8.81375992E-07,+8.83543327E-07,-1.64085355E+00,-2.28245220E-07,-6.82735664E-07,+7.19877676E-07,-1.89342544E+00
+4.70000000E-01,+4.00000000E+00,-6.17230348E-08,-8.55477437E-07,+8.57701218E-07,-1.64282191E+00,-2.20481705E-07,-6.65926824E-07,+7.01477524E-07,-1.89052651E+00
+4.80000000E-01,+4.00000000E+00,-6.15010585E-08,-8.29416764E-07,+8.31693783E-07,-1.64481064E+00,-2.12729754E-07,-6.48828381E-07,+6.82811992E-07,-1.88761961E+00
+4.90000000E-01,+4.00000000E+00,-6.11808172E-08,-8.03222906E-07,+8.05549582E-07,-1.64681870E+00,-2.04998891E-07,-6.31456463E-07,+6.63898946E-07,-1.88470669E+00
+5.00000000E-01,+4.00000000E+00,-6.07614767E-08,-7.76925579E-07,+7.79297961E-07,-1.64884505E+00,-1.97298631E-07,-6.13828441E-07,+6.44757400E-07,-1.88178963E+00
+5.10000000E-01,+4.00000000E+00,-6.02426051E-08,-7.50555262E-07,+7.52969039E-07,-1.65088868E+00,-1.89638467E-07,-5.95962946E-07,+6.25407532E-07,-1.87887028E+00
+5.20000000E-01,+4.00000000E+00,-5.96241851E-08,-7.24143168E-07,+7.26593677E-07,-1.65294858E+00,-1.82027856E-07,-5.77879867E-07,+6.05870680E-07,-1.87595038E+00
+5.30000000E-01,+4.00000000E+00,-5.89066234E-08,-6.97721214E-07,+7.00203458E-07,-1.65502375E+00,-1.74476204E-07,-5.59600359E-07,+5.86169350E-07,-1.87303164E+00
+5.40000000E-01,+4.00000000E+00,-5.80907601E-08,-6.71321991E-07,+6.73830655E-07,-1.65711320E+00,-1.66992849E-07,-5.41146836E-07,+5.66327210E-07,-1.87011569E+00
+5.50000000E-01,+4.00000000E+00,-5.71778761E-08,-6.44978720E-07,+6.47508192E-07,-1.65921598E+00,-1.59587045E-07,-5.22542959E-07,+5.46369078E-07,-1.86720410E+00
+5.60000000E-01,+4.00000000E+00,-5.61696993E-08,-6.18725214E-07,+6.21269608E-07,-1.66133110E+00,-1.52267945E-07,-5.03813626E-07,+5.26320907E-07,-1.86429838E+00
+5.70000000E-01,+4.00000000E+00,-5.50684084E-08,-5.92595825E-07,+5.95149007E-07,-1.66345764E+00,-1.45044584E-07,-4.84984942E-07,+5.06209764E-07,-1.86139995E+00
+5.80000000E-01,+4.00000000E+00,-5.38766358E-08,-5.66625391E-07,+5.69181013E-07,-1.66559467E+00,-1.37925862E-07,-4.66084196E-07,+4.86063803E-07,-1.85851020E+00
+5.90000000E-01,+4.00000000E+00,-5.25974683E-08,-5.40849179E-07,+5.43400707E-07,-1.66774126E+00,-1.30920522E-07,-4.47139820E-07,+4.65912225E-07,-1.85563044E+00
+6.00000000E-01,+4.00000000E+00,-5.12344456E-08,-5.15302817E-07,+5.17843569E-07,-1.66989653E+00,-1.24037135E-07,-4.28181350E-07,+4.45785239E-07,-1.85276191E+00
+6.10000000E-01,+4.00000000E+00,-4.97915570E-08,-4.90022223E-07,+4.92545407E-07,-1.67205959E+00,-1.17284081E-07,-4.09239371E-07,+4.25714010E-07,-1.84990580E+00
+6.20000000E-01,+4.00000000E+00,-4.82732361E-08,-4.65043527E-07,+4.67542284E-07,-1.67422958E+00,-1.10669525E-07,-3.90345457E-07,+4.05730600E-07,-1.84706324E+00
+6.30000000E-01,+4.00000000E+00,-4.66843525E-08,-4.40402987E-07,+4.42870432E-07,-1.67640565E+00,-1.04201397E-07,-3.71532103E-07,+3.85867898E-07,-1.84423529E+00
+6.40000000E-01,+4.00000000E+00,-4.50302013E-08,-4.16136896E-07,+4.18566166E-07,-1.67858698E+00,-9.78873749E-08,-3.52832648E-07,+3.66159550E-07,-1.84142295E+00
+6.50000000E-01,+4.00000000E+00,-4.33164909E-08,-3.92281485E-07,+3.94665785E-07,-1.68077275E+00,-9.17348590E-08,-3.34281185E-07,+3.46639864E-07,-1.83862718E+00
+6.60000000E-01,+4.00000000E+00,-4.15493263E-08,-3.68872814E-07,+3.71205468E-07,-1.68296218E+00,-8.57509501E-08,-3.15912466E-07,+3.27343720E-07,-1.83584886E+00
+6.70000000E-01,+4.00000000E+00,-3.97351915E-08,-3.45946658E-07,+3.48221159E-07,-1.68515449E+00,-7.99424267E-08,-2.97761789E-07,+3.08306462E-07,-1.83308884E+00
+6.80000000E-01,+4.00000000E+00,-3.78809273E-08,-3.23538385E-07,+3.25748447E-07,-1.68734893E+00,-7.43157218E-08,-2.79864884E-07,+2.89563775E-07,-1.83034789E+00
+6.90000000E-01,+4.00000000E+00,-3.59937073E-08,-3.01682823E-07,+3.03822436E-07,-1.68954476E+00,-6.88768975E-08,-2.62257780E-07,+2.71151563E-07,-1.82762676E+00
+7.00000000E-01,+4.00000000E+00,-3.40810094E-08,-2.80414121E-07,+2.82477600E-07,-1.69174128E+00,-6.36316209E-08,-2.44976662E-07,+2.53105804E-07,-1.82492612E+00
+7.10000000E-01,+4.00000000E+00,-3.21505849E-08,-2.59765598E-07,+2.61747638E-07,-1.69393777E+00,-5.85851375E-08,-2.28057713E-07,+2.35462394E-07,-1.82224661E+00
+7.20000000E-01,+4.00000000E+00,-3.02104235E-08,-2.39769586E-07,+2.41665314E-07,-1.69613358E+00,-5.37422453E-08,-2.11536951E-07,+2.18256983E-07,-1.81958880E+00
+7.30000000E-01,+4.00000000E+00,-2.82687146E-08,-2.20457254E-07,+2.22262280E-07,-1.69832804E+00,-4.91072676E-08,-1.95450043E-07,+2.01524795E-07,-1.81695325E+00
+7.40000000E-01,+4.00000000E+00,-2.63338051E-08,-2.01858438E-07,+2.03568903E-07,-1.70052051E+00,-4.46840248E-08,-1.79832107E-07,+1.85300428E-07,-1.81434045E+00
+7.50000000E-01,+4.00000000E+00,-2.44141525E-08,-1.84001441E-07,+1.85614065E-07,-1.70271038E+00,-4.04758057E-08,-1.64717506E-07,+1.69617651E-07,-1.81175085E+00
+7.60000000E-01,+4.00000000E+00,-2.25182747E-08,-1.66912836E-07,+1.68424961E-07,-1.70489704E+00,-3.64853386E-08,-1.50139619E-07,+1.54509175E-07,-1.80918486E+00
+7.70000000E-01,+4.00000000E+00,-2.06546943E-08,-1.50617251E-07,+1.52026882E-07,-1.70707993E+00,-3.27147607E-08,-1.36130598E-07,+1.40006412E-07,-1.80664285E+00
+7.80000000E-01,+4.00000000E+00,-1.88318796E-08,-1.35137147E-07,+1.36442985E-07,-1.70925847E+00,-2.91655870E-08,-1.22721111E-07,+1.26139219E-07,-1.80412517E+00
+7.90000000E-01,+4.00000000E+00,-1.70581796E-08,-1.20492575E-07,+1.21694051E-07,-1.71143213E+00,-2.58386786E-08,-1.09940065E-07,+1.12935624E-07,-1.80163211E+00
+8.00000000E-01,+4.00000000E+00,-1.53417553E-08,-1.06700926E-07,+1.07798224E-07,-1.71360038E+00,-2.27342104E-08,-9.78143123E-08,+1.00421532E-07,-1.79916393E+00
+8.10000000E-01,+4.00000000E+00,-1.36905049E-08,-9.37766720E-08,+9.47707451E-08,-1.71576273E+00,-1.98516370E-08,-8.63683395E-08,+8.86204128E-08,-1.79672086E+00
+8.20000000E-01,+4.00000000E+00,-1.21119844E-08,-8.17310838E-08,+8.26236663E-08,-1.71791869E+00,-1.71896587E-08,-7.56239361E-08,+7.75529759E-08,-1.79430311E+00
+8.30000000E-01,+4.00000000E+00,-1.06133225E-08,-7.05719404E-08,+7.13655476E-08,-1.72006779E+00,-1.47461862E-08,-6.55998433E-08,+6.72368161E-08,-1.79191084E+00
+8.40000000E-01,+4.00000000E+00,-9.20112972E-09,-6.03032227E-08,+6.10011431E-08,-1.72220958E+00,-1.25183045E-08,-5.63113831E-08,+5.76860452E-08,-1.78954420E+00
+8.50000000E-01,+4.00000000E+00,-7.88140161E-09,-5.09247924E-08,+5.15310680E-08,-1.72434363E+00,-1.05022355E-08,-4.77700658E-08,+4.89108999E-08,-1.78720328E+00
+8.60000000E-01,+4.00000000E+00,-6.65941628E-09,-4.24320540E-08,+4.29514498E-08,-1.72646954E+00,-8.69330031E-09,-3.99831757E-08,+4.09173289E-08,-1.78488819E+00
+8.70000000E-01,+4.00000000E+00,-5.53962517E-09,-3.48156025E-08,+3.52535619E-08,-1.72858690E+00,-7.08588025E-09,-3.29533343E-08,+3.37065564E-08,-1.78259898E+00
+8.80000000E-01,+4.00000000E+00,-4.52553751E-09,-2.80608530E-08,+2.84234404E-08,-1.73069533E+00,-5.67337668E-09,-2.66780400E-08,+2.72746223E-08,-1.78033569E+00
+8.90000000E-01,+4.00000000E+00,-3.61959808E-09,-2.21476541E-08,+2.24414810E-08,-1.73279448E+00,-4.44817013E-09,-2.11491834E-08,+2.16118990E-08,-1.77809833E+00
+9.00000000E-01,+4.00000000E+00,-2.82305790E-09,-1.70498832E-08,+1.72820187E-08,-1.73488400E+00,-3.40157832E-09,-1.63525383E-08,+1.67025820E-08,-1.77588690E+00
+9.10000000E-01,+4.00000000E+00,-2.13583781E-09,-1.27350240E-08,+1.29128866E-08,-1.73696355E+00,-2.52381311E-09,-1.22672263E-08,+1.25241556E-08,-1.77370138E+00
+9.20000000E-01,+4.00000000E+00,-1.55638461E-09,-9.16372505E-09,+9.29495507E-09,-1.73903283E+00,-1.80393636E-09,-8.86515488E-09,+9.04683135E-09,-1.77154171E+00
+9.30000000E-01,+4.00000000E+00,-1.08151946E-09,-6.28933886E-09,+6.38165085E-09,-1.74109155E+00,-1.22981477E-09,-6.11042851E-09,+6.23295924E-09,-1.76940784E+00
+9.40000000E-01,+4.00000000E+00,-7.06278486E-10,-4.05744150E-09,+4.11845369E-09,-1.74313940E+00,-7.88073555E-10,-3.95873084E-09,+4.03641051E-09,-1.76729968E+00
+9.50000000E-01,+4.00000000E+00,-4.23745109E-10,-2.40533156E-09,+2.44237176E-09,-1.74517613E+00,-4.64049015E-10,-2.35667804E-09,+2.40193107E-09,-1.76521715E+00
+9.60000000E-01,+4.00000000E+00,-2.24873991E-10,-1.26150807E-09,+1.28139413E-09,-1.74720149E+00,-2.41739937E-10,-1.24114191E-09,+1.26446489E-09,-1.76316014E+00
+9.70000000E-01,+4.00000000E+00,-9.83062936E-11,-5.45126857E-10,+5.53920046E-10,-1.74921523E+00,-1.03757824E-10,-5.38541952E-10,+5.48446096E-10,-1.76112851E+00
+9.80000000E-01,+4.00000000E+00,-3.01759657E-11,-1.65434513E-10,+1.68164107E-10,-1.75121713E+00,-3.12759224E-11,-1.64105465E-10,+1.67059232E-10,-1.75912214E+00
+9.90000000E-01,+4.00000000E+00,-3.90680480E-12,-2.11795602E-11,+2.15368729E-11,-1.75320697E+00,-3.97702107E-12,-2.10946934E-11,+2.14663175E-11,-1.75714087E+00
+1.00000000E+00,+4.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+5.00000000E+00,-1.02620355E-10,-7.81267287E-09,+7.81334681E-09,-1.58393069E+00,-2.15219627E-09,-4.68059420E-09,+5.15169010E-09,-2.00178040E+00
+1.00000000E-02,+5.00000000E+00,-1.02793300E-10,-7.81003439E-09,+7.81071083E-09,-1.58395726E+00,-2.15135293E-09,-4.67950717E-09,+5.15035016E-09,-2.00171980E+00
+2.00000000E-02,+5.00000000E+00,-1.03311194E-10,-7.80212227E-09,+7.80280624E-09,-1.58403698E+00,-2.14882438E-09,-4.67624573E-09,+5.14633076E-09,-2.00153811E+00
+3.00000000E-02,+5.00000000E+00,-1.04171213E-10,-7.78894644E-09,+7.78964302E-09,-1.58416977E+00,-2.14461502E-09,-4.67080879E-09,+5.13963310E-09,-2.00123562E+00
+4.00000000E-02,+5.00000000E+00,-1.05368664E-10,-7.77052346E-09,+7.77123783E-09,-1.58435554E+00,-2.13873216E-09,-4.66319462E-09,+5.13025919E-09,-2.00081282E+00
+5.00000000E-02,+5.00000000E+00,-1.06897010E-10,-7.74687649E-09,+7.74761398E-09,-1.58459418E+00,-2.13118603E-09,-4.65340084E-09,+5.11821192E-09,-2.00027039E+00
+6.00000000E-02,+5.00000000E+00,-1.08747897E-10,-7.71803532E-09,+7.71880141E-09,-1.58488550E+00,-2.12198973E-09,-4.64142450E-09,+5.10349506E-09,-1.99960922E+00
+7.00000000E-02,+5.00000000E+00,-1.10911193E-10,-7.68403631E-09,+7.68483671E-09,-1.58522930E+00,-2.11115924E-09,-4.62726219E-09,+5.08611332E-09,-1.99883037E+00
+8.00000000E-02,+5.00000000E+00,-1.13375036E-10,-7.64492243E-09,+7.64576306E-09,-1.58562535E+00,-2.09871338E-09,-4.61091010E-09,+5.06607243E-09,-1.99793509E+00
+9.00000000E-02,+5.00000000E+00,-1.16125888E-10,-7.60074320E-09,+7.60163025E-09,-1.58607337E+00,-2.08467375E-09,-4.59236420E-09,+5.04337919E-09,-1.99692480E+00
+1.00000000E-01,+5.00000000E+00,-1.19148599E-10,-7.55155472E-09,+7.55249463E-09,-1.58657304E+00,-2.06906472E-09,-4.57162033E-09,+5.01804158E-09,-1.99580112E+00
+1.10000000E-01,+5.00000000E+00,-1.22426479E-10,-7.49741959E-09,+7.49841908E-09,-1.58712402E+00,-2.05191337E-09,-4.54867439E-09,+4.99006885E-09,-1.99456580E+00
+1.20000000E-01,+5.00000000E+00,-1.25941372E-10,-7.43840693E-09,+7.43947303E-09,-1.58772594E+00,-2.03324944E-09,-4.52352246E-09,+4.95947162E-09,-1.99322078E+00
+1.30000000E-01,+5.00000000E+00,-1.29673744E-10,-7.37459235E-09,+7.37573234E-09,-1.58837837E+00,-2.01310528E-09,-4.49616107E-09,+4.92626200E-09,-1.99176816E+00
+1.40000000E-01,+5.00000000E+00,-1.33602776E-10,-7.30605787E-09,+7.30727934E-09,-1.58908086E+00,-1.99151577E-09,-4.46658732E-09,+4.89045370E-09,-1.99021015E+00
+1.50000000E-01,+5.00000000E+00,-1.37706461E-10,-7.23289195E-09,+7.23420273E-09,-1.58983295E+00,-1.96851829E-09,-4.43479913E-09,+4.85206220E-09,-1.98854915E+00
+1.60000000E-01,+5.00000000E+00,-1.41961709E-10,-7.15518939E-09,+7.15659754E-09,-1.59063411E+00,-1.94415262E-09,-4.40079546E-09,+4.81110487E-09,-1.98678765E+00
+1.70000000E-01,+5.00000000E+00,-1.46344455E-10,-7.07305131E-09,+7.07456511E-09,-1.59148380E+00,-1.91846085E-09,-4.36457652E-09,+4.76760110E-09,-1.98492829E+00
+1.80000000E-01,+5.00000000E+00,-1.50829778E-10,-6.98658507E-09,+6.98821297E-09,-1.59238146E+00,-1.89148736E-09,-4.32614407E-09,+4.72157250E-09,-1.98297379E+00
+1.90000000E-01,+5.00000000E+00,-1.55392021E-10,-6.89590422E-09,+6.89765480E-09,-1.59332647E+00,-1.86327865E-09,-4.28550158E-09,+4.67304303E-09,-1.98092702E+00
+2.00000000E-01,+5.00000000E+00,-1.60004913E-10,-6.80112847E-09,+6.80301036E-09,-1.59431822E+00,-1.83388333E-09,-4.24265459E-09,+4.62203916E-09,-1.97879091E+00
+2.10000000E-01,+5.00000000E+00,-1.64641697E-10,-6.70238351E-09,+6.70440538E-09,-1.59535604E+00,-1.80335197E-09,-4.19761087E-09,+4.56859008E-09,-1.97656849E+00
+2.20000000E-01,+5.00000000E+00,-1.69275266E-10,-6.59980102E-09,+6.60197149E-09,-1.59643925E+00,-1.77173703E-09,-4.15038075E-09,+4.51272783E-09,-1.97426286E+00
+2.30000000E-01,+5.00000000E+00,-1.73878293E-10,-6.49351852E-09,+6.49584609E-09,-1.59756714E+00,-1.73909275E-09,-4.10097736E-09,+4.45448750E-09,-1.97187719E+00
+2.40000000E-01,+5.00000000E+00,-1.78423370E-10,-6.38367928E-09,+6.38617225E-09,-1.59873898E+00,-1.70547502E-09,-4.04941690E-09,+4.39390741E-09,-1.96941471E+00
+2.50000000E-01,+5.00000000E+00,-1.82883144E-10,-6.27043220E-09,+6.27309861E-09,-1.59995402E+00,-1.67094132E-09,-3.99571888E-09,+4.33102924E-09,-1.96687869E+00
+2.60000000E-01,+5.00000000E+00,-1.87230457E-10,-6.15393167E-09,+6.15677921E-09,-1.60121147E+00,-1.63555055E-09,-3.93990640E-09,+4.26589827E-09,-1.96427245E+00
+2.70000000E-01,+5.00000000E+00,-1.91438488E-10,-6.03433743E-09,+6.03737334E-09,-1.60251055E+00,-1.59936295E-09,-3.88200639E-09,+4.19856350E-09,-1.96159932E+00
+2.80000000E-01,+5.00000000E+00,-1.95480886E-10,-5.91181442E-09,+5.91504544E-09,-1.60385042E+00,-1.56243997E-09,-3.82204986E-09,+4.12907784E-09,-1.95886267E+00
+2.90000000E-01,+5.00000000E+00,-1.99331917E-10,-5.78653263E-09,+5.78996486E-09,-1.60523027E+00,-1.52484411E-09,-3.76007211E-09,+4.05749823E-09,-1.95606588E+00
+3.00000000E-01,+5.00000000E+00,-2.02966591E-10,-5.65866687E-09,+5.66230573E-09,-1.60664923E+00,-1.48663885E-09,-3.69611300E-09,+3.98388584E-09,-1.95321230E+00
+3.10000000E-01,+5.00000000E+00,-2.06360807E-10,-5.52839660E-09,+5.53224672E-09,-1.60810643E+00,-1.44788848E-09,-3.63021708E-09,+3.90830617E-09,-1.95030532E+00
+3.20000000E-01,+5.00000000E+00,-2.09491476E-10,-5.39590573E-09,+5.39997087E-09,-1.60960099E+00,-1.40865796E-09,-3.56243388E-09,+3.83082920E-09,-1.94734829E+00
+3.30000000E-01,+5.00000000E+00,-2.12336654E-10,-5.26138238E-09,+5.26566533E-09,-1.61113202E+00,-1.36901281E-09,-3.49281799E-09,+3.75152950E-09,-1.94434454E+00
+3.40000000E-01,+5.00000000E+00,-2.14875666E-10,-5.12501859E-09,+5.12952114E-09,-1.61269859E+00,-1.32901896E-09,-3.42142929E-09,+3.67048632E-09,-1.94129737E+00
+3.50000000E-01,+5.00000000E+00,-2.17089224E-10,-4.98701015E-09,+4.99173296E-09,-1.61429980E+00,-1.28874259E-09,-3.34833304E-09,+3.58778367E-09,-1.93821006E+00
+3.60000000E-01,+5.00000000E+00,-2.18959543E-10,-4.84755623E-09,+4.85249881E-09,-1.61593470E+00,-1.24825003E-09,-3.27360001E-09,+3.50351041E-09,-1.93508584E+00
+3.70000000E-01,+5.00000000E+00,-2.20470447E-10,-4.70685914E-09,+4.71201975E-09,-1.61760236E+00,-1.20760756E-09,-3.19730656E-09,+3.41776027E-09,-1.93192788E+00
+3.80000000E-01,+5.00000000E+00,-2.21607472E-10,-4.56512396E-09,+4.57049961E-09,-1.61930183E+00,-1.16688131E-09,-3.11953471E-09,+3.33063189E-09,-1.92873930E+00
+3.90000000E-01,+5.00000000E+00,-2.22357957E-10,-4.42255827E-09,+4.42814461E-09,-1.62103215E+00,-1.12613709E-09,-3.04037216E-09,+3.24222880E-09,-1.92552319E+00
+4.00000000E-01,+5.00000000E+00,-2.22711134E-10,-4.27937174E-09,+4.28516309E-09,-1.62279237E+00,-1.08544023E-09,-2.95991231E-09,+3.15265941E-09,-1.92228253E+00
+4.10000000E-01,+5.00000000E+00,-2.22658202E-10,-4.13577577E-09,+4.14176507E-09,-1.62458151E+00,-1.04485547E-09,-2.87825421E-09,+3.06203695E-09,-1.91902027E+00
+4.20000000E-01,+5.00000000E+00,-2.22192397E-10,-3.99198312E-09,+3.99816191E-09,-1.62639861E+00,-1.00444677E-09,-2.79550253E-09,+2.97047937E-09,-1.91573928E+00
+4.30000000E-01,+5.00000000E+00,-2.21309049E-10,-3.84820746E-09,+3.85456591E-09,-1.62824270E+00,-9.64277185E-10,-2.71176742E-09,+2.87810928E-09,-1.91244233E+00
+4.40000000E-01,+5.00000000E+00,-2.20005630E-10,-3.70466297E-09,+3.71118986E-09,-1.63011280E+00,-9.24408696E-10,-2.62716442E-09,+2.78505374E-09,-1.90913215E+00
+4.50000000E-01,+5.00000000E+00,-2.18281795E-10,-3.56156385E-09,+3.56824663E-09,-1.63200795E+00,-8.84902084E-10,-2.54181428E-09,+2.69144413E-09,-1.90581137E+00
+4.60000000E-01,+5.00000000E+00,-2.16139402E-10,-3.41912391E-09,+3.42594870E-09,-1.63392717E+00,-8.45816766E-10,-2.45584274E-09,+2.59741594E-09,-1.90248253E+00
