s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+8.60000000E-01,+1.27235871E+01,+2.53476427E+00,-4.77500540E+00,+5.40608051E+00,-1.08278212E+00,+2.67694520E-02,+6.29332640E-01,+6.29901719E-01,+1.52828570E+00
+8.70000000E-01,+1.27235871E+01,+2.53464665E+00,-4.77475673E+00,+5.40580572E+00,-1.08277977E+00,+2.70363767E-02,+6.28728909E-01,+6.29309945E-01,+1.52782116E+00
+8.80000000E-01,+1.27235871E+01,+2.53452769E+00,-4.77450523E+00,+5.40552780E+00,-1.08277739E+00,+2.73063625E-02,+6.28118263E-01,+6.28711531E-01,+1.52735040E+00
+8.90000000E-01,+1.27235871E+01,+2.53440739E+00,-4.77425089E+00,+5.40524674E+00,-1.08277499E+00,+2.75794086E-02,+6.27500703E-01,+6.28106485E-01,+1.52687339E+00
+9.00000000E-01,+1.27235871E+01,+2.53428574E+00,-4.77399371E+00,+5.40496255E+00,-1.08277256E+00,+2.78555141E-02,+6.26876233E-01,+6.27494813E-01,+1.52639011E+00
+9.10000000E-01,+1.27235871E+01,+2.53416275E+00,-4.77373370E+00,+5.40467523E+00,-1.08277010E+00,+2.81346782E-02,+6.26244853E-01,+6.26876524E-01,+1.52590051E+00
+9.20000000E-01,+1.27235871E+01,+2.53403841E+00,-4.77347086E+00,+5.40438477E+00,-1.08276762E+00,+2.84169000E-02,+6.25606567E-01,+6.26251625E-01,+1.52540457E+00
+9.30000000E-01,+1.27235871E+01,+2.53391274E+00,-4.77320518E+00,+5.40409118E+00,-1.08276511E+00,+2.87021786E-02,+6.24961378E-01,+6.25620123E-01,+1.52490225E+00
+9.40000000E-01,+1.27235871E+01,+2.53378572E+00,-4.77293667E+00,+5.40379446E+00,-1.08276257E+00,+2.89905132E-02,+6.24309286E-01,+6.24982027E-01,+1.52439352E+00
+9.50000000E-01,+1.27235871E+01,+2.53365737E+00,-4.77266533E+00,+5.40349461E+00,-1.08276000E+00,+2.92819028E-02,+6.23650295E-01,+6.24337345E-01,+1.52387834E+00
+9.60000000E-01,+1.27235871E+01,+2.53352767E+00,-4.77239116E+00,+5.40319163E+00,-1.08275741E+00,+2.95763464E-02,+6.22984407E-01,+6.23686084E-01,+1.52335669E+00
+9.70000000E-01,+1.27235871E+01,+2.53339663E+00,-4.77211417E+00,+5.40288553E+00,-1.08275480E+00,+2.98738433E-02,+6.22311624E-01,+6.23028253E-01,+1.52282851E+00
+9.80000000E-01,+1.27235871E+01,+2.53326426E+00,-4.77183434E+00,+5.40257631E+00,-1.08275215E+00,+3.01743924E-02,+6.21631949E-01,+6.22363859E-01,+1.52229379E+00
+9.90000000E-01,+1.27235871E+01,+2.53313054E+00,-4.77155170E+00,+5.40226397E+00,-1.08274948E+00,+3.04779929E-02,+6.20945384E-01,+6.21692912E-01,+1.52175248E+00
