s; real(z.tm); imag(z.tm); abs(z.tm); angle(z.tm); real(z.te); imag(z.te); abs(z.te); angle(z.te); 
7.500000e-01; 0.000000e+00; -7.614296e-01; 7.614296e-01; -1.570796e+00; 0.000000e+00; -8.401982e-01; 8.401982e-01; -1.570796e+00; 
7.600000e-01; 0.000000e+00; -7.575131e-01; 7.575131e-01; -1.570796e+00; 0.000000e+00; -8.382042e-01; 8.382042e-01; -1.570796e+00; 
7.700000e-01; 0.000000e+00; -7.535645e-01; 7.535645e-01; -1.570796e+00; 0.000000e+00; -8.361945e-01; 8.361945e-01; -1.570796e+00; 
7.800000e-01; 0.000000e+00; -7.495846e-01; 7.495846e-01; -1.570796e+00; 0.000000e+00; -8.341694e-01; 8.341694e-01; -1.570796e+00; 
7.900000e-01; 0.000000e+00; -7.455740e-01; 7.455740e-01; -1.570796e+00; 0.000000e+00; -8.321293e-01; 8.321293e-01; -1.570796e+00; 
8.000000e-01; 0.000000e+00; -7.415333e-01; 7.415333e-01; -1.570796e+00; 0.000000e+00; -8.300746e-01; 8.300746e-01; -1.570796e+00; 
8.100000e-01; 0.000000e+00; -7.374631e-01; 7.374631e-01; -1.570796e+00; 0.000000e+00; -8.280055e-01; 8.280055e-01; -1.570796e+00; 
8.200000e-01; 0.000000e+00; -7.333640e-01; 7.333640e-01; -1.570796e+00; 0.000000e+00; -8.259224e-01; 8.259224e-01; -1.570796e+00; 
8.300000e-01; 0.000000e+00; -7.292367e-01; 7.292367e-01; -1.570796e+00; 0.000000e+00; -8.238256e-01; 8.238256e-01; -1.570796e+00; 
8.400000e-01; 0.000000e+00; -7.250817e-01; 7.250817e-01; -1.570796e+00; 0.000000e+00; -8.217154e-01; 8.217154e-01; -1.570796e+00; 
8.500000e-01; 0.000000e+00; -7.208997e-01; 7.208997e-01; -1.570796e+00; 0.000000e+00; -8.195922e-01; 8.195922e-01; -1.570796e+00; 
8.600000e-01; 0.000000e+00; -7.166912e-01; 7.166912e-01; -1.570796e+00; 0.000000e+00; -8.174564e-01; 8.174564e-01; -1.570796e+00; 
8.700000e-01; 0.000000e+00; -7.124570e-01; 7.124570e-01; -1.570796e+00; 0.000000e+00; -8.153081e-01; 8.153081e-01; -1.570796e+00; 
8.800000e-01; 0.000000e+00; -7.081976e-01; 7.081976e-01; -1.570796e+00; 0.000000e+00; -8.131478e-01; 8.131478e-01; -1.570796e+00; 
8.900000e-01; 0.000000e+00; -7.039135e-01; 7.039135e-01; -1.570796e+00; 0.000000e+00; -8.109759e-01; 8.109759e-01; -1.570796e+00; 
9.000000e-01; 0.000000e+00; -6.996055e-01; 6.996055e-01; -1.570796e+00; 0.000000e+00; -8.087925e-01; 8.087925e-01; -1.570796e+00; 
9.100000e-01; 0.000000e+00; -6.952740e-01; 6.952740e-01; -1.570796e+00; 0.000000e+00; -8.065980e-01; 8.065980e-01; -1.570796e+00; 
9.200000e-01; 0.000000e+00; -6.909198e-01; 6.909198e-01; -1.570796e+00; 0.000000e+00; -8.043928e-01; 8.043928e-01; -1.570796e+00; 
9.300000e-01; 0.000000e+00; -6.865433e-01; 6.865433e-01; -1.570796e+00; 0.000000e+00; -8.021772e-01; 8.021772e-01; -1.570796e+00; 
9.400000e-01; 0.000000e+00; -6.821452e-01; 6.821452e-01; -1.570796e+00; 0.000000e+00; -7.999514e-01; 7.999514e-01; -1.570796e+00; 
9.500000e-01; 0.000000e+00; -6.777261e-01; 6.777261e-01; -1.570796e+00; 0.000000e+00; -7.977159e-01; 7.977159e-01; -1.570796e+00; 
9.600000e-01; 0.000000e+00; -6.732865e-01; 6.732865e-01; -1.570796e+00; 0.000000e+00; -7.954708e-01; 7.954708e-01; -1.570796e+00; 
9.700000e-01; 0.000000e+00; -6.688270e-01; 6.688270e-01; -1.570796e+00; 0.000000e+00; -7.932166e-01; 7.932166e-01; -1.570796e+00; 
9.800000e-01; 0.000000e+00; -6.643482e-01; 6.643482e-01; -1.570796e+00; 0.000000e+00; -7.909535e-01; 7.909535e-01; -1.570796e+00; 
9.900000e-01; 0.000000e+00; -6.598507e-01; 6.598507e-01; -1.570796e+00; 0.000000e+00; -7.886818e-01; 7.886818e-01; -1.570796e+00; 
1.000000e+00; 0.000000e+00; -6.553349e-01; 6.553349e-01; -1.570796e+00; 0.000000e+00; -7.864019e-01; 7.864019e-01; -1.570796e+00; 
1.010000e+00; 0.000000e+00; -6.508016e-01; 6.508016e-01; -1.570796e+00; 0.000000e+00; -7.841140e-01; 7.841140e-01; -1.570796e+00; 
1.020000e+00; 0.000000e+00; -6.462512e-01; 6.462512e-01; -1.570796e+00; 0.000000e+00; -7.818185e-01; 7.818185e-01; -1.570796e+00; 
1.030000e+00; 0.000000e+00; -6.416843e-01; 6.416843e-01; -1.570796e+00; 0.000000e+00; -7.795156e-01; 7.795156e-01; -1.570796e+00; 
1.040000e+00; 0.000000e+00; -6.371014e-01; 6.371014e-01; -1.570796e+00; 0.000000e+00; -7.772056e-01; 7.772056e-01; -1.570796e+00; 
1.050000e+00; 0.000000e+00; -6.325031e-01; 6.325031e-01; -1.570796e+00; 0.000000e+00; -7.748889e-01; 7.748889e-01; -1.570796e+00; 
1.060000e+00; 0.000000e+00; -6.278899e-01; 6.278899e-01; -1.570796e+00; 0.000000e+00; -7.725657e-01; 7.725657e-01; -1.570796e+00; 
1.070000e+00; 0.000000e+00; -6.232623e-01; 6.232623e-01; -1.570796e+00; 0.000000e+00; -7.702362e-01; 7.702362e-01; -1.570796e+00; 
1.080000e+00; 0.000000e+00; -6.186209e-01; 6.186209e-01; -1.570796e+00; 0.000000e+00; -7.679009e-01; 7.679009e-01; -1.570796e+00; 
1.090000e+00; 0.000000e+00; -6.139663e-01; 6.139663e-01; -1.570796e+00; 0.000000e+00; -7.655599e-01; 7.655599e-01; -1.570796e+00; 
1.100000e+00; 0.000000e+00; -6.092988e-01; 6.092988e-01; -1.570796e+00; 0.000000e+00; -7.632136e-01; 7.632136e-01; -1.570796e+00; 
1.110000e+00; 0.000000e+00; -6.046191e-01; 6.046191e-01; -1.570796e+00; 0.000000e+00; -7.608621e-01; 7.608621e-01; -1.570796e+00; 
1.120000e+00; 0.000000e+00; -5.999276e-01; 5.999276e-01; -1.570796e+00; 0.000000e+00; -7.585059e-01; 7.585059e-01; -1.570796e+00; 
1.130000e+00; 0.000000e+00; -5.952248e-01; 5.952248e-01; -1.570796e+00; 0.000000e+00; -7.561451e-01; 7.561451e-01; -1.570796e+00; 
1.140000e+00; 0.000000e+00; -5.905113e-01; 5.905113e-01; -1.570796e+00; 0.000000e+00; -7.537801e-01; 7.537801e-01; -1.570796e+00; 
1.150000e+00; 0.000000e+00; -5.857875e-01; 5.857875e-01; -1.570796e+00; 0.000000e+00; -7.514110e-01; 7.514110e-01; -1.570796e+00; 
1.160000e+00; 0.000000e+00; -5.810539e-01; 5.810539e-01; -1.570796e+00; 0.000000e+00; -7.490382e-01; 7.490382e-01; -1.570796e+00; 
1.170000e+00; 0.000000e+00; -5.763110e-01; 5.763110e-01; -1.570796e+00; 0.000000e+00; -7.466619e-01; 7.466619e-01; -1.570796e+00; 
1.180000e+00; 0.000000e+00; -5.715592e-01; 5.715592e-01; -1.570796e+00; 0.000000e+00; -7.442823e-01; 7.442823e-01; -1.570796e+00; 
