theta,Mie,CI0,CI3,CI3+CSU,CI3*+CSU
82.6,4.84519861,8.04397052,4.85009702,7.02410055,4.84820144
82.7,4.86215514,8.00981389,4.86864928,7.02602699,4.8667035
82.8,4.87929048,7.96947561,4.88744919,7.02786377,4.88544889
82.9,4.89655369,7.92290354,4.9064403,7.02961474,4.90438139
83,4.91389359,7.87003885,4.92556587,7.03128395,4.92344446
83.1,4.93125896,7.81081588,4.944769,7.03287558,4.94258144
83.2,4.94859864,7.74516197,4.96399283,7.03439397,4.96173569
83.3,4.96586172,7.67299728,4.98318072,7.03584359,4.98085079
83.4,4.98299768,7.59423468,5.00227639,7.03722903,4.99987067
83.5,4.99995647,7.5087796,5.02122406,7.03855499,5.01873978
83.6,5.01668871,7.41652987,5.03996866,7.03982624,5.03740326
83.7,5.03314577,7.31737563,5.05845587,7.04104764,5.05580701
83.8,5.04927986,7.21119925,5.07663233,7.04222407,5.07389788
83.9,5.06504419,7.09787532,5.09444574,7.04336048,5.09162376
84,5.08039305,6.97727063,5.11184492,7.04446181,5.10893368
84.1,5.09528187,6.84924432,5.12877999,7.04553302,5.12577796
84.2,5.10966736,6.7136481,5.14520242,7.04657902,5.14210823
84.3,5.12350756,6.57032661,5.16106512,7.0476047,5.1578776
84.4,5.1367619,6.41911796,5.17632253,7.04861489,5.17304067
84.5,5.14939131,6.25985456,5.19093069,7.04961433,5.18755368
84.6,5.16135827,6.09236422,5.20484732,7.05060767,5.20137448
84.7,5.17262685,5.91647166,5.21803188,7.05159944,5.21446269
84.8,5.18316278,5.73200057,5.2304456,7.05259402,5.22677969
84.9,5.19293353,5.53877628,5.24205158,7.05359565,5.23828872
85,5.2019083,5.3366293,5.25281478,7.05460838,5.24895489
85.1,5.21005811,5.12539994,5.26270214,7.05563608,5.25874526
85.2,5.21735584,4.90494428,5.27168256,7.05668239,5.26762886
85.3,5.22377626,4.67514182,5.27972695,7.05775075,5.27557671
85.4,5.22929606,4.43590535,5.2868083,7.05884432,5.28256193
85.5,5.2338939,4.18719353,5.29290168,7.05996601,5.2885597
85.6,5.23755045,3.92902682,5.2979843,7.06111847,5.29354733
85.7,5.24024841,3.66150775,5.30203552,7.06230404,5.29750428
85.8,5.24197258,3.38484629,5.3050369,7.06352476,5.30041221
85.9,5.24270982,3.09939156,5.30697222,7.06478234,5.30225501
86,5.24244917,2.80567119,5.30782752,7.06607819,5.30301881
86.1,5.24118184,2.50443933,5.30759115,7.06741336,5.30269205
86.2,5.23890121,2.19673463,5.30625375,7.06878855,5.30126547
86.3,5.23560296,1.88394859,5.30380835,7.07020414,5.29873218
86.4,5.23128499,1.567904,5.30025036,7.07166009,5.29508768
86.5,5.22594755,1.25094101,5.29557763,7.07315606,5.29032992
86.6,5.21959321,0.936005794,5.28979046,7.07469129,5.28445929
86.7,5.21222694,0.626732195,5.28289167,7.07626467,5.27747869
86.8,5.20385611,0.327500984,5.27488663,7.07787472,5.26939358
86.9,5.19449056,0.043454838,5.26578327,7.0795196,5.260212
87,5.18414258,-0.219558984,5.25559217,7.08119707,5.24994461
87.1,5.17282703,-0.455148418,5.24432657,7.08290456,5.23860476
87.2,5.16056128,-0.656663147,5.23200242,7.08463913,5.22620847
87.3,5.14736533,-0.817613917,5.21863841,7.08639749,5.21277456
87.4,5.13326177,-0.932198554,5.20425604,7.08817601,5.19832463
87.5,5.11827584,-0.995868542,5.18887963,7.08997073,5.18288309
87.6,5.10243548,-1.00583601,5.17253638,7.09177736,5.16647726
87.7,5.08577132,-0.961411726,5.1552564,7.09359131,5.14913736
87.8,5.06831669,-0.864092372,5.13707272,7.09540771,5.13089655
87.9,5.05010769,-0.717374824,5.11802137,7.09722141,5.11179096
88,5.03118313,-0.526344223,5.09814138,7.09902697,5.09185975
88.1,5.0115846,-0.297132119,5.07747477,7.10081876,5.07114506
88.2,4.9913564,-0.036354627,5.05606662,7.10259089,5.04969211
88.3,4.97054559,0.24937986,5.03396502,7.10433728,5.02754911
88.4,4.94920192,0.553842214,5.01122113,7.10605167,5.00476735
88.5,4.92737781,0.87142053,4.9878891,7.10772765,4.98140113
88.6,4.90512833,1.19723885,4.96402609,7.10935866,4.95750772
88.7,4.88251109,1.52718436,4.9396922,7.11093806,4.93314737
88.8,4.85958623,1.85787319,4.91495046,7.11245908,4.90838324
88.9,4.83641627,2.18658064,4.88986669,7.11391494,4.8832813
89,4.81306605,2.51115559,4.8645095,7.11529878,4.85791027
89.1,4.7896026,2.82993188,4.8389501,7.11660376,4.83234151
89.2,4.76609497,3.14164461,4.81326225,7.11782305,4.80664888
89.3,4.74261409,3.44535528,4.78752204,7.11894986,4.7809086
89.4,4.71923262,3.74038726,4.76180776,7.11997748,4.75519908
89.5,4.69602467,4.02627155,4.7361997,7.1208993,4.7296007
89.6,4.67306564,4.30270207,4.71077991,7.12170882,4.70419561
89.7,4.65043197,4.5694993,4.68563197,7.12239971,4.67906746
89.8,4.62820082,4.82658097,4.66084069,7.12296579,4.65430115
89.9,4.60644983,5.0739387,4.63649186,7.12340113,4.62998251
90,4.5852568,5.31161939,4.61267185,7.12369997,4.60619795
90.1,4.56469934,5.53971066,4.58946731,7.12385685,4.58303414
90.2,4.54485453,5.75832922,4.56696478,7.12386657,4.56057762
90.3,4.52579857,5.96761198,4.54525029,7.12372424,4.53891438
90.4,4.50760637,6.16770891,4.5244089,7.12342527,4.51812947
90.5,4.49035118,6.35877768,4.50452433,7.12296544,4.49830651
90.6,4.47410417,6.54097943,4.48567844,7.1223409,4.47952728
90.7,4.45893404,6.71447551,4.46795078,7.12154816,4.4618712
90.8,4.44490658,6.87942506,4.45141814,7.12058416,4.44541492
90.9,4.43208432,7.03598313,4.43615404,7.11944625,4.43023177
91,4.42052603,7.18429929,4.42222825,7.11813223,4.41639133
91.1,4.41028645,7.32451663,4.40970632,7.11664035,4.40395891
91.2,4.40141578,7.45677097,4.39864917,7.11496931,4.39299516
91.3,4.39395945,7.58119041,4.38911255,7.1131183,4.38355556
91.4,4.38795767,7.69789491,4.38114672,7.11108703,4.37569004
91.5,4.38344521,7.80699613,4.37479599,7.10887565,4.36944257
91.6,4.38045107,7.90859726,4.3700984,7.10648487,4.36485083
91.7,4.37899828,8.00279295,4.36708539,7.10391588,4.36194587
91.8,4.37910364,8.08966937,4.36578153,7.10117039,4.36075187
91.9,4.38077765,8.16930416,4.3662043,7.09825063,4.36128588
92,4.38402432,8.24176654,4.36836389,7.09515936,4.36355766
92.1,4.38884112,8.30711736,4.37226313,7.09189983,4.36756959
92.2,4.39521898,8.36540913,4.37789738,7.08847583,4.37331658
92.3,4.40314231,8.41668615,4.38525454,7.08489162,4.38078608
92.4,4.41258905,8.46098453,4.39431511,7.08115199,4.3899581
92.5,4.42353079,8.49833228,4.40505225,7.07726221,4.40080539
92.6,4.43593296,8.52874931,4.41743201,7.07322802,4.41329352
92.7,4.44975502,8.55224748,4.43141349,7.06905562,4.42738116
92.8,4.46495068,8.56883061,4.44694911,7.06475168,4.44302028
92.9,4.4814682,8.57849449,4.46398492,7.06032327,4.46015654
93,4.4992507,8.58122681,4.48246096,7.05577788,4.47872956
93.1,4.51823648,8.57700716,4.5023116,7.05112341,4.49867334
93.2,4.53835938,8.56580694,4.52346599,7.0463681,4.51991667
93.3,4.55954919,8.54758929,4.54584847,7.04152052,4.54238354
93.4,4.581732,8.52230897,4.56937904,7.03658957,4.56599365
93.5,4.60483062,8.48991228,4.59397381,7.03158443,4.59066283
93.6,4.62876497,8.45033685,4.61954549,7.02651452,4.61630351
93.7,4.65345254,8.40351158,4.64600386,7.02138948,4.64282524
93.8,4.67880872,8.34935637,4.67325623,7.01621914,4.67013514
93.9,4.70474727,8.28778203,4.70120794,7.01101346,4.69813836
94,4.73118066,8.21869006,4.72976279,7.00578253,4.72673854
94.1,4.75802047,8.14197246,4.75882348,7.0005365,4.75583826
94.2,4.78517776,8.0575116,4.78829207,6.99528553,4.78533948
94.3,4.81256339,7.96518,4.81807033,6.99003981,4.8151439
94.4,4.84008837,7.8648403,4.84806018,6.98480944,4.84515337
94.5,4.86766419,7.7563451,4.87816399,6.97960445,4.87527024
94.6,4.89520304,7.63953702,4.90828495,6.97443472,4.9053977
94.7,4.92261815,7.51424879,4.93832739,6.96930995,4.93544007
94.8,4.94982401,7.38030348,4.96819701,6.96423962,4.9653031
94.9,4.97673656,7.23751495,4.99780118,6.95923294,4.9948942
95,5.00327347,7.08568852,5.02704914,6.95429881,5.02412268
95.1,5.02935424,6.92462198,5.05585225,6.94944578,5.05289997
95.2,5.05490043,6.75410702,5.08412411,6.94468201,5.08113977
95.3,5.07983578,6.57393126,5.11178076,6.9400152,5.10875822
95.4,5.10408633,6.383881,5.13874083,6.9354526,5.13567407
95.5,5.12758055,6.18374489,5.1649256,6.93100095,5.16180874
95.6,5.15024943,5.9733189,5.19025917,6.92666643,5.18708644
95.7,5.17202656,5.75241283,5.21466849,6.92245462,5.2114343
95.8,5.19284823,5.52085895,5.23808347,6.91837052,5.23478235
95.9,5.21265343,5.27852317,5.26043701,6.91441846,5.25706367
96,5.23138397,5.02531975,5.28166504,6.91060209,5.27821436
96.1,5.24898446,4.76123017,5.30170658,6.90692438,5.29817361
96.2,5.26540241,4.48632754,5.32050375,6.90338756,5.31688371
96.3,5.2805882,4.20080782,5.33800178,6.89999312,5.33429008
96.4,5.29449513,3.9050295,5.35414905,6.89674181,5.3503413
96.5,5.30707945,3.59956365,5.36889707,6.89363359,5.36498908
96.6,5.31830037,3.28525613,5.38220052,6.89066764,5.37818828
96.7,5.32812006,2.96330391,5.39401723,6.88784236,5.38989694
96.8,5.33650371,2.63534642,5.40430819,6.88515535,5.40007626
96.9,5.34341951,2.30357165,5.41303756,6.88260344,5.40869063
97,5.34883867,1.97083368,5.42017269,6.88018265,5.41570761
97.1,5.35273546,1.64077363,5.4256841,6.87788824,5.42109795
97.2,5.35508725,1.3179288,5.42954553,6.8757147,5.42483562
97.3,5.35587448,1.00780522,5.43173393,6.87365578,5.42689782
97.4,5.35508075,0.71687767,5.4322295,6.87170449,5.427265
97.5,5.35269283,0.452472595,5.43101573,6.86985312,5.42592088
97.6,5.3487007,0.222488658,5.42807939,6.86809331,5.42285252
97.7,5.34309762,0.034925783,5.42341065,6.86641601,5.41805035
97.8,5.33588016,-0.102766968,5.41700303,6.86481157,5.41150819
97.9,5.32704826,-0.184453934,5.40885357,6.86326976,5.40322335
98,5.31660532,-0.206051684,5.39896281,6.86177978,5.39319668
98.1,5.30455825,-0.166075654,5.38733488,6.86033033,5.38143264
98.2,5.29091755,-0.06585006,5.37397763,6.85890967,5.36793939
98.3,5.27569743,0.09067841,5.35890266,6.8575056,5.35272888
98.4,5.25891585,0.297470209,5.34212546,6.85610557,5.33581697
98.5,5.24059464,0.547124926,5.3236655,6.85469671,5.31722348
98.6,5.22075963,0.831646778,5.30354635,6.85326588,5.29697237
98.7,5.1994407,1.14310618,5.28179579,6.85179972,5.27509183
98.8,5.17667194,1.47412256,5.25844595,6.85028468,5.25161442
98.9,5.15249176,1.81815497,5.23353347,6.84870714,5.2265772
99,5.12694296,2.1696278,5.20709958,6.84705341,5.20002185
99.1,5.10007292,2.52393659,5.17919027,6.84530978,5.17199485
99.2,5.07193364,2.87737873,5.14985648,6.84346264,5.1425476
99.3,5.0425819,3.22704574,5.11915415,6.84149845,5.11173659
99.4,5.01207935,3.5707025,5.08714446,6.83940387,5.07962349
99.5,4.98049263,3.90666923,5.05389389,6.83716579,5.04627535
99.6,4.94789343,4.2337145,5.01947443,6.83477136,5.01176469
99.7,4.91435856,4.55096297,4.9839636,6.83220809,4.97616962
99.8,4.87997007,4.85781818,4.94744467,6.82946388,4.93957399
99.9,4.84481521,5.15389942,4.91000666,6.82652705,4.90206742
100,4.80898651,5.43899109,4.87174447,6.82338645,4.86374541
100.1,4.77258175,5.71300235,4.83275889,6.82003147,4.82470937
100.2,4.73570388,5.97593544,4.79315661,6.8164521,4.7850666
100.3,4.69846101,6.22786088,4.75305024,6.81263895,4.74493031
100.4,4.66096624,6.46889826,4.71255818,6.80858335,4.70441953
100.5,4.62333751,6.69920132,4.67180456,6.80427736,4.66365897
100.6,4.58569738,6.91894652,4.63091905,6.7997138,4.62277889
100.7,4.54817276,7.12832427,4.59003665,6.79488632,4.58191484
100.8,4.51089459,7.32753228,4.54929739,6.78978941,4.54120735
100.9,4.47399746,7.51677047,4.50884594,6.78441845,4.50080162
101,4.43761909,7.6962372,4.46883126,6.77876975,4.46084702
101.1,4.40189991,7.86612646,4.429406,6.77284054,4.4214966
101.2,4.36698237,8.02662573,4.39072595,6.76662905,4.38290647
101.3,4.33301032,8.17791455,4.35294933,6.76013449,4.3452351
101.4,4.30012828,8.32016339,4.31623606,6.75335707,4.30864258
101.5,4.26848062,8.45353294,4.28074688,6.74629806,4.27328975
101.6,4.23821073,8.57817361,4.24664244,6.73895976,4.23933721
101.7,4.20946006,8.69422528,4.21408226,6.73134551,4.20694439
101.8,4.18236719,8.80181707,4.18322367,6.72345974,4.17626836
101.9,4.1570668,8.90106733,4.15422067,6.71530791,4.14746279
102,4.13368865,8.99208363,4.12722274,6.70689656,4.12067667
102.1,4.11235649,9.07496284,4.10237361,6.69823327,4.09605312
102.2,4.09318708,9.14979117,4.07981003,6.68932668,4.07372817
102.3,4.07628907,9.21664434,4.0596605,6.68018645,4.05382946
102.4,4.06176204,9.27558761,4.04204408,6.67082325,4.03647506
102.5,4.04969552,9.32667595,4.0270692,6.66124873,4.0217723
102.6,4.0401681,9.36995408,4.01483252,6.65147554,4.00981663
102.7,4.0332466,9.40545655,4.00541791,6.64151721,4.0006906
102.8,4.02898538,9.43320784,3.99889553,6.63138821,3.99446294
102.9,4.02742569,9.45322231,3.99532099,6.62110382,3.99118779
103,4.02859522,9.46550426,3.9947347,6.61068017,3.990904
103.1,4.03250774,9.47004791,3.99716137,6.60013413,3.99363469
