s1,s2,Re(z_ibc1p.tm),Im(z_ibc1p.tm),Abs(z_ibc1p.tm),Arg(z_ibc1p.tm),Re(z_ibc1p.te),Im(z_ibc1p.te),Abs(z_ibc1p.te),Arg(z_ibc1p.te)
+1.37000000E-01,+0.00000000E+00,+1.50445747E-02,+2.00133914E-01,+2.00698587E-01,+1.49576491E+00,+6.02888434E-04,+2.15012532E-01,+2.15013378E-01,+1.56799237E+00
+1.38000000E-01,+0.00000000E+00,+1.50500879E-02,+2.00128013E-01,+2.00693116E-01,+1.49573531E+00,+6.04414801E-04,+2.15010738E-01,+2.15011588E-01,+1.56798524E+00
+1.39000000E-01,+0.00000000E+00,+1.50556443E-02,+2.00122066E-01,+2.00687602E-01,+1.49570548E+00,+6.05953121E-04,+2.15008930E-01,+2.15009784E-01,+1.56797806E+00
+1.40000000E-01,+0.00000000E+00,+1.50612440E-02,+2.00116072E-01,+2.00682045E-01,+1.49567541E+00,+6.07503413E-04,+2.15007107E-01,+2.15007966E-01,+1.56797083E+00
+1.41000000E-01,+0.00000000E+00,+1.50668870E-02,+2.00110032E-01,+2.00676446E-01,+1.49564511E+00,+6.09065697E-04,+2.15005271E-01,+2.15006134E-01,+1.56796354E+00
+1.42000000E-01,+0.00000000E+00,+1.50725734E-02,+2.00103945E-01,+2.00670803E-01,+1.49561458E+00,+6.10639992E-04,+2.15003420E-01,+2.15004287E-01,+1.56795619E+00
+1.43000000E-01,+0.00000000E+00,+1.50783032E-02,+2.00097812E-01,+2.00665118E-01,+1.49558381E+00,+6.12226318E-04,+2.15001556E-01,+2.15002427E-01,+1.56794879E+00
+1.44000000E-01,+0.00000000E+00,+1.50840766E-02,+2.00091632E-01,+2.00659390E-01,+1.49555280E+00,+6.13824696E-04,+2.14999677E-01,+2.15000553E-01,+1.56794133E+00
+1.45000000E-01,+0.00000000E+00,+1.50898935E-02,+2.00085406E-01,+2.00653619E-01,+1.49552156E+00,+6.15435144E-04,+2.14997783E-01,+2.14998664E-01,+1.56793382E+00
+1.46000000E-01,+0.00000000E+00,+1.50957541E-02,+2.00079133E-01,+2.00647804E-01,+1.49549009E+00,+6.17057684E-04,+2.14995876E-01,+2.14996762E-01,+1.56792624E+00
+1.47000000E-01,+0.00000000E+00,+1.51016585E-02,+2.00072813E-01,+2.00641946E-01,+1.49545837E+00,+6.18692335E-04,+2.14993955E-01,+2.14994845E-01,+1.56791862E+00
+1.48000000E-01,+0.00000000E+00,+1.51076067E-02,+2.00066446E-01,+2.00636045E-01,+1.49542642E+00,+6.20339119E-04,+2.14992019E-01,+2.14992914E-01,+1.56791093E+00
+1.49000000E-01,+0.00000000E+00,+1.51135988E-02,+2.00060032E-01,+2.00630101E-01,+1.49539423E+00,+6.21998055E-04,+2.14990069E-01,+2.14990968E-01,+1.56790319E+00
+1.50000000E-01,+0.00000000E+00,+1.51196349E-02,+2.00053572E-01,+2.00624113E-01,+1.49536181E+00,+6.23669166E-04,+2.14988104E-01,+2.14989009E-01,+1.56789539E+00
+1.51000000E-01,+0.00000000E+00,+1.51257150E-02,+2.00047064E-01,+2.00618082E-01,+1.49532914E+00,+6.25352472E-04,+2.14986125E-01,+2.14987035E-01,+1.56788753E+00
+1.52000000E-01,+0.00000000E+00,+1.51318392E-02,+2.00040508E-01,+2.00612007E-01,+1.49529624E+00,+6.27047994E-04,+2.14984132E-01,+2.14985047E-01,+1.56787962E+00
+1.53000000E-01,+0.00000000E+00,+1.51380077E-02,+2.00033906E-01,+2.00605889E-01,+1.49526309E+00,+6.28755755E-04,+2.14982125E-01,+2.14983044E-01,+1.56787165E+00
+1.54000000E-01,+0.00000000E+00,+1.51442204E-02,+2.00027256E-01,+2.00599727E-01,+1.49522971E+00,+6.30475774E-04,+2.14980103E-01,+2.14981027E-01,+1.56786362E+00
+1.55000000E-01,+0.00000000E+00,+1.51504775E-02,+2.00020558E-01,+2.00593521E-01,+1.49519608E+00,+6.32208075E-04,+2.14978066E-01,+2.14978996E-01,+1.56785553E+00
+1.56000000E-01,+0.00000000E+00,+1.51567790E-02,+2.00013813E-01,+2.00587271E-01,+1.49516222E+00,+6.33952680E-04,+2.14976016E-01,+2.14976950E-01,+1.56784739E+00
+1.57000000E-01,+0.00000000E+00,+1.51631251E-02,+2.00007021E-01,+2.00580978E-01,+1.49512811E+00,+6.35709609E-04,+2.14973950E-01,+2.14974890E-01,+1.56783919E+00
+1.58000000E-01,+0.00000000E+00,+1.51695157E-02,+2.00000180E-01,+2.00574640E-01,+1.49509376E+00,+6.37478887E-04,+2.14971870E-01,+2.14972816E-01,+1.56783093E+00
+1.59000000E-01,+0.00000000E+00,+1.51759511E-02,+1.99993292E-01,+2.00568259E-01,+1.49505917E+00,+6.39260535E-04,+2.14969776E-01,+2.14970727E-01,+1.56782261E+00
+1.60000000E-01,+0.00000000E+00,+1.51824312E-02,+1.99986356E-01,+2.00561833E-01,+1.49502434E+00,+6.41054575E-04,+2.14967667E-01,+2.14968623E-01,+1.56781424E+00
+1.61000000E-01,+0.00000000E+00,+1.51889561E-02,+1.99979372E-01,+2.00555363E-01,+1.49498926E+00,+6.42861032E-04,+2.14965544E-01,+2.14966505E-01,+1.56780581E+00
+1.62000000E-01,+0.00000000E+00,+1.51955260E-02,+1.99972339E-01,+2.00548848E-01,+1.49495394E+00,+6.44679928E-04,+2.14963405E-01,+2.14964372E-01,+1.56779731E+00
+1.63000000E-01,+0.00000000E+00,+1.52021409E-02,+1.99965259E-01,+2.00542290E-01,+1.49491837E+00,+6.46511285E-04,+2.14961253E-01,+2.14962225E-01,+1.56778876E+00
+1.64000000E-01,+0.00000000E+00,+1.52088008E-02,+1.99958130E-01,+2.00535686E-01,+1.49488256E+00,+6.48355129E-04,+2.14959085E-01,+2.14960063E-01,+1.56778016E+00
+1.65000000E-01,+0.00000000E+00,+1.52155060E-02,+1.99950953E-01,+2.00529039E-01,+1.49484651E+00,+6.50211481E-04,+2.14956903E-01,+2.14957886E-01,+1.56777149E+00
+1.66000000E-01,+0.00000000E+00,+1.52222564E-02,+1.99943728E-01,+2.00522346E-01,+1.49481021E+00,+6.52080366E-04,+2.14954706E-01,+2.14955695E-01,+1.56776277E+00
+1.67000000E-01,+0.00000000E+00,+1.52290522E-02,+1.99936454E-01,+2.00515609E-01,+1.49477366E+00,+6.53961808E-04,+2.14952494E-01,+2.14953489E-01,+1.56775398E+00
+1.68000000E-01,+0.00000000E+00,+1.52358934E-02,+1.99929131E-01,+2.00508827E-01,+1.49473687E+00,+6.55855832E-04,+2.14950268E-01,+2.14951268E-01,+1.56774514E+00
+1.69000000E-01,+0.00000000E+00,+1.52427802E-02,+1.99921760E-01,+2.00502001E-01,+1.49469982E+00,+6.57762460E-04,+2.14948027E-01,+2.14949033E-01,+1.56773624E+00
+1.70000000E-01,+0.00000000E+00,+1.52497126E-02,+1.99914339E-01,+2.00495129E-01,+1.49466253E+00,+6.59681719E-04,+2.14945770E-01,+2.14946783E-01,+1.56772728E+00
+1.71000000E-01,+0.00000000E+00,+1.52566907E-02,+1.99906870E-01,+2.00488212E-01,+1.49462500E+00,+6.61613632E-04,+2.14943499E-01,+2.14944518E-01,+1.56771825E+00
+1.72000000E-01,+0.00000000E+00,+1.52637146E-02,+1.99899352E-01,+2.00481251E-01,+1.49458721E+00,+6.63558224E-04,+2.14941213E-01,+2.14942238E-01,+1.56770918E+00
+1.73000000E-01,+0.00000000E+00,+1.52707843E-02,+1.99891785E-01,+2.00474244E-01,+1.49454917E+00,+6.65515521E-04,+2.14938913E-01,+2.14939943E-01,+1.56770004E+00
+1.74000000E-01,+0.00000000E+00,+1.52779001E-02,+1.99884168E-01,+2.00467192E-01,+1.49451088E+00,+6.67485548E-04,+2.14936597E-01,+2.14937633E-01,+1.56769084E+00
+1.75000000E-01,+0.00000000E+00,+1.52850619E-02,+1.99876502E-01,+2.00460094E-01,+1.49447235E+00,+6.69468331E-04,+2.14934266E-01,+2.14935309E-01,+1.56768158E+00
+1.76000000E-01,+0.00000000E+00,+1.52922699E-02,+1.99868787E-01,+2.00452951E-01,+1.49443356E+00,+6.71463894E-04,+2.14931920E-01,+2.14932969E-01,+1.56767226E+00
+1.77000000E-01,+0.00000000E+00,+1.52995242E-02,+1.99861022E-01,+2.00445762E-01,+1.49439452E+00,+6.73472264E-04,+2.14929559E-01,+2.14930614E-01,+1.56766288E+00
+1.78000000E-01,+0.00000000E+00,+1.53068248E-02,+1.99853208E-01,+2.00438528E-01,+1.49435523E+00,+6.75493467E-04,+2.14927183E-01,+2.14928245E-01,+1.56765344E+00
+1.79000000E-01,+0.00000000E+00,+1.53141718E-02,+1.99845344E-01,+2.00431248E-01,+1.49431568E+00,+6.77527529E-04,+2.14924792E-01,+2.14925860E-01,+1.56764394E+00
+1.80000000E-01,+0.00000000E+00,+1.53215654E-02,+1.99837430E-01,+2.00423922E-01,+1.49427588E+00,+6.79574477E-04,+2.14922386E-01,+2.14923460E-01,+1.56763438E+00
+1.81000000E-01,+0.00000000E+00,+1.53290057E-02,+1.99829466E-01,+2.00416551E-01,+1.49423583E+00,+6.81634336E-04,+2.14919965E-01,+2.14921045E-01,+1.56762476E+00
+1.82000000E-01,+0.00000000E+00,+1.53364926E-02,+1.99821452E-01,+2.00409133E-01,+1.49419552E+00,+6.83707135E-04,+2.14917528E-01,+2.14918615E-01,+1.56761508E+00
+1.83000000E-01,+0.00000000E+00,+1.53440264E-02,+1.99813388E-01,+2.00401670E-01,+1.49415496E+00,+6.85792900E-04,+2.14915076E-01,+2.14916170E-01,+1.56760534E+00
+1.84000000E-01,+0.00000000E+00,+1.53516072E-02,+1.99805274E-01,+2.00394160E-01,+1.49411414E+00,+6.87891658E-04,+2.14912609E-01,+2.14913710E-01,+1.56759554E+00
+1.85000000E-01,+0.00000000E+00,+1.53592349E-02,+1.99797109E-01,+2.00386604E-01,+1.49407306E+00,+6.90003436E-04,+2.14910126E-01,+2.14911234E-01,+1.56758568E+00
+1.86000000E-01,+0.00000000E+00,+1.53669098E-02,+1.99788894E-01,+2.00379001E-01,+1.49403173E+00,+6.92128263E-04,+2.14907629E-01,+2.14908743E-01,+1.56757575E+00
+1.87000000E-01,+0.00000000E+00,+1.53746320E-02,+1.99780629E-01,+2.00371352E-01,+1.49399014E+00,+6.94266166E-04,+2.14905116E-01,+2.14906237E-01,+1.56756577E+00
+1.88000000E-01,+0.00000000E+00,+1.53824014E-02,+1.99772312E-01,+2.00363657E-01,+1.49394830E+00,+6.96417173E-04,+2.14902587E-01,+2.14903715E-01,+1.56755572E+00
+1.89000000E-01,+0.00000000E+00,+1.53902183E-02,+1.99763945E-01,+2.00355915E-01,+1.49390619E+00,+6.98581313E-04,+2.14900043E-01,+2.14901178E-01,+1.56754561E+00
+1.90000000E-01,+0.00000000E+00,+1.53980827E-02,+1.99755528E-01,+2.00348126E-01,+1.49386383E+00,+7.00758613E-04,+2.14897484E-01,+2.14898626E-01,+1.56753544E+00
+1.91000000E-01,+0.00000000E+00,+1.54059948E-02,+1.99747059E-01,+2.00340291E-01,+1.49382120E+00,+7.02949103E-04,+2.14894909E-01,+2.14896058E-01,+1.56752521E+00
+1.92000000E-01,+0.00000000E+00,+1.54139546E-02,+1.99738539E-01,+2.00332408E-01,+1.49377831E+00,+7.05152811E-04,+2.14892318E-01,+2.14893475E-01,+1.56751491E+00
+1.93000000E-01,+0.00000000E+00,+1.54219623E-02,+1.99729967E-01,+2.00324479E-01,+1.49373517E+00,+7.07369766E-04,+2.14889712E-01,+2.14890876E-01,+1.56750456E+00
+1.94000000E-01,+0.00000000E+00,+1.54300179E-02,+1.99721345E-01,+2.00316502E-01,+1.49369176E+00,+7.09599998E-04,+2.14887090E-01,+2.14888262E-01,+1.56749414E+00
+1.95000000E-01,+0.00000000E+00,+1.54381216E-02,+1.99712671E-01,+2.00308478E-01,+1.49364809E+00,+7.11843536E-04,+2.14884453E-01,+2.14885632E-01,+1.56748366E+00
+1.96000000E-01,+0.00000000E+00,+1.54462734E-02,+1.99703945E-01,+2.00300407E-01,+1.49360415E+00,+7.14100409E-04,+2.14881800E-01,+2.14882987E-01,+1.56747311E+00
+1.97000000E-01,+0.00000000E+00,+1.54544736E-02,+1.99695168E-01,+2.00292289E-01,+1.49355995E+00,+7.16370649E-04,+2.14879131E-01,+2.14880325E-01,+1.56746251E+00
+1.98000000E-01,+0.00000000E+00,+1.54627221E-02,+1.99686339E-01,+2.00284123E-01,+1.49351549E+00,+7.18654283E-04,+2.14876447E-01,+2.14877649E-01,+1.56745184E+00
+1.99000000E-01,+0.00000000E+00,+1.54710191E-02,+1.99677458E-01,+2.00275909E-01,+1.49347076E+00,+7.20951344E-04,+2.14873747E-01,+2.14874956E-01,+1.56744111E+00
+2.00000000E-01,+0.00000000E+00,+1.54793647E-02,+1.99668525E-01,+2.00267648E-01,+1.49342577E+00,+7.23261862E-04,+2.14871030E-01,+2.14872248E-01,+1.56743031E+00
+2.01000000E-01,+0.00000000E+00,+1.54877590E-02,+1.99659540E-01,+2.00259339E-01,+1.49338051E+00,+7.25585867E-04,+2.14868299E-01,+2.14869524E-01,+1.56741945E+00
+2.02000000E-01,+0.00000000E+00,+1.54962022E-02,+1.99650503E-01,+2.00250982E-01,+1.49333498E+00,+7.27923390E-04,+2.14865551E-01,+2.14866784E-01,+1.56740853E+00
+2.03000000E-01,+0.00000000E+00,+1.55046943E-02,+1.99641413E-01,+2.00242577E-01,+1.49328919E+00,+7.30274462E-04,+2.14862787E-01,+2.14864028E-01,+1.56739755E+00
+2.04000000E-01,+0.00000000E+00,+1.55132354E-02,+1.99632271E-01,+2.00234123E-01,+1.49324313E+00,+7.32639116E-04,+2.14860007E-01,+2.14861256E-01,+1.56738650E+00
+2.05000000E-01,+0.00000000E+00,+1.55218257E-02,+1.99623076E-01,+2.00225622E-01,+1.49319679E+00,+7.35017382E-04,+2.14857212E-01,+2.14858469E-01,+1.56737538E+00
+2.06000000E-01,+0.00000000E+00,+1.55304653E-02,+1.99613829E-01,+2.00217072E-01,+1.49315019E+00,+7.37409292E-04,+2.14854400E-01,+2.14855665E-01,+1.56736421E+00
+2.07000000E-01,+0.00000000E+00,+1.55391543E-02,+1.99604528E-01,+2.00208474E-01,+1.49310332E+00,+7.39814879E-04,+2.14851572E-01,+2.14852846E-01,+1.56735296E+00
+2.08000000E-01,+0.00000000E+00,+1.55478928E-02,+1.99595175E-01,+2.00199827E-01,+1.49305618E+00,+7.42234174E-04,+2.14848728E-01,+2.14850010E-01,+1.56734166E+00
+2.09000000E-01,+0.00000000E+00,+1.55566810E-02,+1.99585768E-01,+2.00191132E-01,+1.49300876E+00,+7.44667210E-04,+2.14845868E-01,+2.14847159E-01,+1.56733029E+00
+2.10000000E-01,+0.00000000E+00,+1.55655189E-02,+1.99576308E-01,+2.00182387E-01,+1.49296107E+00,+7.47114021E-04,+2.14842992E-01,+2.14844291E-01,+1.56731885E+00
+2.11000000E-01,+0.00000000E+00,+1.55744067E-02,+1.99566795E-01,+2.00173594E-01,+1.49291311E+00,+7.49574638E-04,+2.14840099E-01,+2.14841407E-01,+1.56730735E+00
+2.12000000E-01,+0.00000000E+00,+1.55833444E-02,+1.99557228E-01,+2.00164752E-01,+1.49286488E+00,+7.52049095E-04,+2.14837190E-01,+2.14838507E-01,+1.56729579E+00
+2.13000000E-01,+0.00000000E+00,+1.55923323E-02,+1.99547608E-01,+2.00155861E-01,+1.49281637E+00,+7.54537426E-04,+2.14834265E-01,+2.14835590E-01,+1.56728416E+00
+2.14000000E-01,+0.00000000E+00,+1.56013704E-02,+1.99537934E-01,+2.00146920E-01,+1.49276758E+00,+7.57039664E-04,+2.14831324E-01,+2.14832658E-01,+1.56727246E+00
+2.15000000E-01,+0.00000000E+00,+1.56104589E-02,+1.99528206E-01,+2.00137931E-01,+1.49271852E+00,+7.59555843E-04,+2.14828366E-01,+2.14829709E-01,+1.56726070E+00
+2.16000000E-01,+0.00000000E+00,+1.56195978E-02,+1.99518424E-01,+2.00128892E-01,+1.49266918E+00,+7.62085997E-04,+2.14825392E-01,+2.14826744E-01,+1.56724887E+00
+2.17000000E-01,+0.00000000E+00,+1.56287874E-02,+1.99508587E-01,+2.00119803E-01,+1.49261956E+00,+7.64630160E-04,+2.14822401E-01,+2.14823762E-01,+1.56723698E+00
+2.18000000E-01,+0.00000000E+00,+1.56380276E-02,+1.99498697E-01,+2.00110664E-01,+1.49256967E+00,+7.67188368E-04,+2.14819394E-01,+2.14820764E-01,+1.56722502E+00
+2.19000000E-01,+0.00000000E+00,+1.56473187E-02,+1.99488752E-01,+2.00101476E-01,+1.49251950E+00,+7.69760654E-04,+2.14816370E-01,+2.14817749E-01,+1.56721300E+00
+2.20000000E-01,+0.00000000E+00,+1.56566608E-02,+1.99478752E-01,+2.00092238E-01,+1.49246904E+00,+7.72347054E-04,+2.14813330E-01,+2.14814718E-01,+1.56720091E+00
+2.21000000E-01,+0.00000000E+00,+1.56660541E-02,+1.99468698E-01,+2.00082950E-01,+1.49241831E+00,+7.74947604E-04,+2.14810273E-01,+2.14811671E-01,+1.56718875E+00
+2.22000000E-01,+0.00000000E+00,+1.56754985E-02,+1.99458589E-01,+2.00073612E-01,+1.49236729E+00,+7.77562338E-04,+2.14807199E-01,+2.14808606E-01,+1.56717653E+00
+2.23000000E-01,+0.00000000E+00,+1.56849943E-02,+1.99448425E-01,+2.00064223E-01,+1.49231599E+00,+7.80191293E-04,+2.14804109E-01,+2.14805526E-01,+1.56716424E+00
+2.24000000E-01,+0.00000000E+00,+1.56945416E-02,+1.99438206E-01,+2.00054784E-01,+1.49226441E+00,+7.82834505E-04,+2.14801002E-01,+2.14802428E-01,+1.56715188E+00
+2.25000000E-01,+0.00000000E+00,+1.57041405E-02,+1.99427932E-01,+2.00045295E-01,+1.49221255E+00,+7.85492009E-04,+2.14797878E-01,+2.14799314E-01,+1.56713945E+00
+2.26000000E-01,+0.00000000E+00,+1.57137912E-02,+1.99417602E-01,+2.00035755E-01,+1.49216040E+00,+7.88163842E-04,+2.14794737E-01,+2.14796183E-01,+1.56712696E+00
+2.27000000E-01,+0.00000000E+00,+1.57234938E-02,+1.99407216E-01,+2.00026164E-01,+1.49210796E+00,+7.90850042E-04,+2.14791579E-01,+2.14793035E-01,+1.56711440E+00
+2.28000000E-01,+0.00000000E+00,+1.57332484E-02,+1.99396775E-01,+2.00016522E-01,+1.49205524E+00,+7.93550645E-04,+2.14788405E-01,+2.14789871E-01,+1.56710177E+00
+2.29000000E-01,+0.00000000E+00,+1.57430552E-02,+1.99386279E-01,+2.00006830E-01,+1.49200223E+00,+7.96265688E-04,+2.14785213E-01,+2.14786689E-01,+1.56708908E+00
+2.30000000E-01,+0.00000000E+00,+1.57529142E-02,+1.99375726E-01,+1.99997086E-01,+1.49194894E+00,+7.98995209E-04,+2.14782004E-01,+2.14783491E-01,+1.56707632E+00
+2.31000000E-01,+0.00000000E+00,+1.57628257E-02,+1.99365117E-01,+1.99987291E-01,+1.49189535E+00,+8.01739245E-04,+2.14778779E-01,+2.14780275E-01,+1.56706348E+00
+2.32000000E-01,+0.00000000E+00,+1.57727897E-02,+1.99354452E-01,+1.99977444E-01,+1.49184148E+00,+8.04497835E-04,+2.14775536E-01,+2.14777043E-01,+1.56705058E+00
+2.33000000E-01,+0.00000000E+00,+1.57828065E-02,+1.99343730E-01,+1.99967546E-01,+1.49178731E+00,+8.07271017E-04,+2.14772276E-01,+2.14773793E-01,+1.56703761E+00
+2.34000000E-01,+0.00000000E+00,+1.57928761E-02,+1.99332952E-01,+1.99957597E-01,+1.49173286E+00,+8.10058829E-04,+2.14768999E-01,+2.14770527E-01,+1.56702458E+00
+2.35000000E-01,+0.00000000E+00,+1.58029987E-02,+1.99322117E-01,+1.99947596E-01,+1.49167811E+00,+8.12861311E-04,+2.14765705E-01,+2.14767243E-01,+1.56701147E+00
+2.36000000E-01,+0.00000000E+00,+1.58131744E-02,+1.99311225E-01,+1.99937543E-01,+1.49162307E+00,+8.15678501E-04,+2.14762393E-01,+2.14763942E-01,+1.56699829E+00
+2.37000000E-01,+0.00000000E+00,+1.58234034E-02,+1.99300276E-01,+1.99927437E-01,+1.49156773E+00,+8.18510438E-04,+2.14759064E-01,+2.14760624E-01,+1.56698505E+00
+2.38000000E-01,+0.00000000E+00,+1.58336858E-02,+1.99289270E-01,+1.99917280E-01,+1.49151210E+00,+8.21357162E-04,+2.14755718E-01,+2.14757288E-01,+1.56697173E+00
+2.39000000E-01,+0.00000000E+00,+1.58440217E-02,+1.99278207E-01,+1.99907070E-01,+1.49145618E+00,+8.24218713E-04,+2.14752354E-01,+2.14753935E-01,+1.56695835E+00
+2.40000000E-01,+0.00000000E+00,+1.58544114E-02,+1.99267086E-01,+1.99896808E-01,+1.49139996E+00,+8.27095131E-04,+2.14748972E-01,+2.14750565E-01,+1.56694489E+00
+2.41000000E-01,+0.00000000E+00,+1.58648549E-02,+1.99255908E-01,+1.99886494E-01,+1.49134344E+00,+8.29986457E-04,+2.14745574E-01,+2.14747178E-01,+1.56693137E+00
+2.42000000E-01,+0.00000000E+00,+1.58753524E-02,+1.99244672E-01,+1.99876127E-01,+1.49128662E+00,+8.32892730E-04,+2.14742157E-01,+2.14743773E-01,+1.56691778E+00
+2.43000000E-01,+0.00000000E+00,+1.58859040E-02,+1.99233378E-01,+1.99865707E-01,+1.49122951E+00,+8.35813992E-04,+2.14738723E-01,+2.14740350E-01,+1.56690411E+00
+2.44000000E-01,+0.00000000E+00,+1.58965099E-02,+1.99222025E-01,+1.99855234E-01,+1.49117209E+00,+8.38750284E-04,+2.14735272E-01,+2.14736910E-01,+1.56689037E+00
+2.45000000E-01,+0.00000000E+00,+1.59071702E-02,+1.99210615E-01,+1.99844708E-01,+1.49111438E+00,+8.41701648E-04,+2.14731802E-01,+2.14733452E-01,+1.56687657E+00
+2.46000000E-01,+0.00000000E+00,+1.59178852E-02,+1.99199146E-01,+1.99834128E-01,+1.49105636E+00,+8.44668125E-04,+2.14728315E-01,+2.14729976E-01,+1.56686269E+00
+2.47000000E-01,+0.00000000E+00,+1.59286549E-02,+1.99187618E-01,+1.99823496E-01,+1.49099804E+00,+8.47649757E-04,+2.14724810E-01,+2.14726483E-01,+1.56684874E+00
+2.48000000E-01,+0.00000000E+00,+1.59394794E-02,+1.99176032E-01,+1.99812809E-01,+1.49093942E+00,+8.50646586E-04,+2.14721287E-01,+2.14722972E-01,+1.56683472E+00
+2.49000000E-01,+0.00000000E+00,+1.59503590E-02,+1.99164387E-01,+1.99802070E-01,+1.49088049E+00,+8.53658655E-04,+2.14717747E-01,+2.14719444E-01,+1.56682062E+00
+2.50000000E-01,+0.00000000E+00,+1.59612939E-02,+1.99152683E-01,+1.99791276E-01,+1.49082126E+00,+8.56686007E-04,+2.14714188E-01,+2.14715897E-01,+1.56680646E+00
+2.51000000E-01,+0.00000000E+00,+1.59722840E-02,+1.99140919E-01,+1.99780428E-01,+1.49076172E+00,+8.59728685E-04,+2.14710611E-01,+2.14712332E-01,+1.56679222E+00
+2.52000000E-01,+0.00000000E+00,+1.59833297E-02,+1.99129096E-01,+1.99769527E-01,+1.49070187E+00,+8.62786732E-04,+2.14707016E-01,+2.14708750E-01,+1.56677791E+00
+2.53000000E-01,+0.00000000E+00,+1.59944311E-02,+1.99117214E-01,+1.99758571E-01,+1.49064172E+00,+8.65860192E-04,+2.14703404E-01,+2.14705149E-01,+1.56676353E+00
+2.54000000E-01,+0.00000000E+00,+1.60055883E-02,+1.99105271E-01,+1.99747561E-01,+1.49058125E+00,+8.68949109E-04,+2.14699773E-01,+2.14701531E-01,+1.56674907E+00
+2.55000000E-01,+0.00000000E+00,+1.60168015E-02,+1.99093269E-01,+1.99736496E-01,+1.49052048E+00,+8.72053527E-04,+2.14696123E-01,+2.14697894E-01,+1.56673455E+00
+2.56000000E-01,+0.00000000E+00,+1.60280708E-02,+1.99081207E-01,+1.99725376E-01,+1.49045939E+00,+8.75173490E-04,+2.14692456E-01,+2.14694239E-01,+1.56671994E+00
+2.57000000E-01,+0.00000000E+00,+1.60393965E-02,+1.99069084E-01,+1.99714202E-01,+1.49039799E+00,+8.78309045E-04,+2.14688770E-01,+2.14690566E-01,+1.56670527E+00
+2.58000000E-01,+0.00000000E+00,+1.60507786E-02,+1.99056901E-01,+1.99702973E-01,+1.49033628E+00,+8.81460234E-04,+2.14685066E-01,+2.14686875E-01,+1.56669052E+00
+2.59000000E-01,+0.00000000E+00,+1.60622173E-02,+1.99044658E-01,+1.99691689E-01,+1.49027426E+00,+8.84627105E-04,+2.14681343E-01,+2.14683165E-01,+1.56667570E+00
+2.60000000E-01,+0.00000000E+00,+1.60737129E-02,+1.99032353E-01,+1.99680349E-01,+1.49021192E+00,+8.87809703E-04,+2.14677602E-01,+2.14679437E-01,+1.56666080E+00
+2.61000000E-01,+0.00000000E+00,+1.60852654E-02,+1.99019988E-01,+1.99668954E-01,+1.49014926E+00,+8.91008073E-04,+2.14673842E-01,+2.14675691E-01,+1.56664583E+00
+2.62000000E-01,+0.00000000E+00,+1.60968751E-02,+1.99007561E-01,+1.99657504E-01,+1.49008629E+00,+8.94222263E-04,+2.14670064E-01,+2.14671926E-01,+1.56663079E+00
+2.63000000E-01,+0.00000000E+00,+1.61085421E-02,+1.98995073E-01,+1.99645997E-01,+1.49002300E+00,+8.97452318E-04,+2.14666267E-01,+2.14668143E-01,+1.56661566E+00
+2.64000000E-01,+0.00000000E+00,+1.61202666E-02,+1.98982524E-01,+1.99634435E-01,+1.48995939E+00,+9.00698286E-04,+2.14662451E-01,+2.14664341E-01,+1.56660047E+00
+2.65000000E-01,+0.00000000E+00,+1.61320487E-02,+1.98969913E-01,+1.99622817E-01,+1.48989546E+00,+9.03960214E-04,+2.14658616E-01,+2.14660520E-01,+1.56658520E+00
+2.66000000E-01,+0.00000000E+00,+1.61438886E-02,+1.98957240E-01,+1.99611143E-01,+1.48983121E+00,+9.07238149E-04,+2.14654763E-01,+2.14656680E-01,+1.56656985E+00
+2.67000000E-01,+0.00000000E+00,+1.61557865E-02,+1.98944504E-01,+1.99599412E-01,+1.48976663E+00,+9.10532139E-04,+2.14650891E-01,+2.14652822E-01,+1.56655443E+00
+2.68000000E-01,+0.00000000E+00,+1.61677426E-02,+1.98931707E-01,+1.99587625E-01,+1.48970174E+00,+9.13842233E-04,+2.14647000E-01,+2.14648945E-01,+1.56653893E+00
+2.69000000E-01,+0.00000000E+00,+1.61797570E-02,+1.98918847E-01,+1.99575781E-01,+1.48963651E+00,+9.17168479E-04,+2.14643090E-01,+2.14645050E-01,+1.56652336E+00
+2.70000000E-01,+0.00000000E+00,+1.61918300E-02,+1.98905925E-01,+1.99563880E-01,+1.48957097E+00,+9.20510926E-04,+2.14639161E-01,+2.14641135E-01,+1.56650771E+00
+2.71000000E-01,+0.00000000E+00,+1.62039616E-02,+1.98892940E-01,+1.99551923E-01,+1.48950509E+00,+9.23869622E-04,+2.14635213E-01,+2.14637201E-01,+1.56649198E+00
+2.72000000E-01,+0.00000000E+00,+1.62161521E-02,+1.98879891E-01,+1.99539908E-01,+1.48943889E+00,+9.27244618E-04,+2.14631245E-01,+2.14633248E-01,+1.56647618E+00
+2.73000000E-01,+0.00000000E+00,+1.62284017E-02,+1.98866780E-01,+1.99527835E-01,+1.48937236E+00,+9.30635963E-04,+2.14627259E-01,+2.14629276E-01,+1.56646030E+00
+2.74000000E-01,+0.00000000E+00,+1.62407105E-02,+1.98853605E-01,+1.99515706E-01,+1.48930550E+00,+9.34043707E-04,+2.14623253E-01,+2.14625285E-01,+1.56644434E+00
