theta_1,theta_2,Re(r_ex.tm),Im(r_ex.tm),Abs(r_ex.tm),Arg(r_ex.tm),Re(r_ex.te),Im(r_ex.te),Abs(r_ex.te),Arg(r_ex.te)
+2.43305337E+01,+0.00000000E+00,+8.74110416E-01,-3.89756504E-01,+9.57067997E-01,-4.19430233E-01,+9.22843058E-01,-3.70569906E-01,+9.94465366E-01,-3.81843993E-01
+2.43934300E+01,+0.00000000E+00,+8.73928690E-01,-3.89688816E-01,+9.56874458E-01,-4.19442967E-01,+9.22915870E-01,-3.70395785E-01,+9.94468069E-01,-3.81654230E-01
+2.44563575E+01,+0.00000000E+00,+8.73746331E-01,-3.89621005E-01,+9.56680291E-01,-4.19455859E-01,+9.22988862E-01,-3.70221140E-01,+9.94470780E-01,-3.81463913E-01
+2.45193165E+01,+0.00000000E+00,+8.73563336E-01,-3.89553073E-01,+9.56485494E-01,-4.19468910E-01,+9.23062034E-01,-3.70045971E-01,+9.94473499E-01,-3.81273040E-01
+2.45823070E+01,+0.00000000E+00,+8.73379704E-01,-3.89485019E-01,+9.56290065E-01,-4.19482123E-01,+9.23135386E-01,-3.69870278E-01,+9.94476226E-01,-3.81081611E-01
+2.46453293E+01,+0.00000000E+00,+8.73195433E-01,-3.89416845E-01,+9.56094003E-01,-4.19495498E-01,+9.23208918E-01,-3.69694058E-01,+9.94478961E-01,-3.80889624E-01
+2.47083834E+01,+0.00000000E+00,+8.73010520E-01,-3.89348551E-01,+9.55897307E-01,-4.19509037E-01,+9.23282630E-01,-3.69517311E-01,+9.94481704E-01,-3.80697079E-01
+2.47714694E+01,+0.00000000E+00,+8.72824965E-01,-3.89280136E-01,+9.55699976E-01,-4.19522741E-01,+9.23356523E-01,-3.69340036E-01,+9.94484455E-01,-3.80503975E-01
+2.48345875E+01,+0.00000000E+00,+8.72638764E-01,-3.89211602E-01,+9.55502006E-01,-4.19536612E-01,+9.23430595E-01,-3.69162233E-01,+9.94487214E-01,-3.80310311E-01
+2.48977378E+01,+0.00000000E+00,+8.72451917E-01,-3.89142949E-01,+9.55303398E-01,-4.19550650E-01,+9.23504847E-01,-3.68983900E-01,+9.94489981E-01,-3.80116087E-01
+2.49609204E+01,+0.00000000E+00,+8.72264421E-01,-3.89074178E-01,+9.55104149E-01,-4.19564857E-01,+9.23579280E-01,-3.68805036E-01,+9.94492756E-01,-3.79921301E-01
+2.50241354E+01,+0.00000000E+00,+8.72076275E-01,-3.89005288E-01,+9.54904259E-01,-4.19579234E-01,+9.23653893E-01,-3.68625641E-01,+9.94495539E-01,-3.79725953E-01
+2.50873831E+01,+0.00000000E+00,+8.71887476E-01,-3.88936280E-01,+9.54703724E-01,-4.19593784E-01,+9.23728685E-01,-3.68445714E-01,+9.94498330E-01,-3.79530042E-01
+2.51506634E+01,+0.00000000E+00,+8.71698023E-01,-3.88867156E-01,+9.54502544E-01,-4.19608507E-01,+9.23803659E-01,-3.68265253E-01,+9.94501129E-01,-3.79333566E-01
+2.52139766E+01,+0.00000000E+00,+8.71507913E-01,-3.88797914E-01,+9.54300718E-01,-4.19623404E-01,+9.23878812E-01,-3.68084259E-01,+9.94503937E-01,-3.79136525E-01
+2.52773227E+01,+0.00000000E+00,+8.71317145E-01,-3.88728556E-01,+9.54098243E-01,-4.19638477E-01,+9.23954146E-01,-3.67902728E-01,+9.94506753E-01,-3.78938919E-01
+2.53407019E+01,+0.00000000E+00,+8.71125716E-01,-3.88659082E-01,+9.53895118E-01,-4.19653728E-01,+9.24029660E-01,-3.67720662E-01,+9.94509576E-01,-3.78740745E-01
+2.54041144E+01,+0.00000000E+00,+8.70933625E-01,-3.88589493E-01,+9.53691341E-01,-4.19669158E-01,+9.24105354E-01,-3.67538059E-01,+9.94512408E-01,-3.78542005E-01
+2.54675601E+01,+0.00000000E+00,+8.70740870E-01,-3.88519788E-01,+9.53486911E-01,-4.19684768E-01,+9.24181229E-01,-3.67354918E-01,+9.94515248E-01,-3.78342695E-01
+2.55310394E+01,+0.00000000E+00,+8.70547449E-01,-3.88449969E-01,+9.53281826E-01,-4.19700559E-01,+9.24257284E-01,-3.67171238E-01,+9.94518097E-01,-3.78142816E-01
+2.55945523E+01,+0.00000000E+00,+8.70353359E-01,-3.88380036E-01,+9.53076084E-01,-4.19716535E-01,+9.24333520E-01,-3.66987018E-01,+9.94520953E-01,-3.77942367E-01
+2.56580989E+01,+0.00000000E+00,+8.70158599E-01,-3.88309990E-01,+9.52869684E-01,-4.19732694E-01,+9.24409936E-01,-3.66802257E-01,+9.94523818E-01,-3.77741346E-01
+2.57216794E+01,+0.00000000E+00,+8.69963166E-01,-3.88239830E-01,+9.52662625E-01,-4.19749040E-01,+9.24486532E-01,-3.66616954E-01,+9.94526691E-01,-3.77539753E-01
+2.57852939E+01,+0.00000000E+00,+8.69767059E-01,-3.88169557E-01,+9.52454903E-01,-4.19765574E-01,+9.24563309E-01,-3.66431108E-01,+9.94529572E-01,-3.77337587E-01
+2.58489425E+01,+0.00000000E+00,+8.69570276E-01,-3.88099173E-01,+9.52246519E-01,-4.19782297E-01,+9.24640267E-01,-3.66244719E-01,+9.94532462E-01,-3.77134847E-01
+2.59126254E+01,+0.00000000E+00,+8.69372814E-01,-3.88028676E-01,+9.52037469E-01,-4.19799210E-01,+9.24717405E-01,-3.66057785E-01,+9.94535359E-01,-3.76931532E-01
+2.59763427E+01,+0.00000000E+00,+8.69174671E-01,-3.87958069E-01,+9.51827753E-01,-4.19816316E-01,+9.24794724E-01,-3.65870305E-01,+9.94538265E-01,-3.76727641E-01
+2.60400946E+01,+0.00000000E+00,+8.68975845E-01,-3.87887350E-01,+9.51617368E-01,-4.19833615E-01,+9.24872223E-01,-3.65682278E-01,+9.94541180E-01,-3.76523174E-01
+2.61038811E+01,+0.00000000E+00,+8.68776334E-01,-3.87816521E-01,+9.51406314E-01,-4.19851110E-01,+9.24949904E-01,-3.65493704E-01,+9.94544102E-01,-3.76318128E-01
+2.61677025E+01,+0.00000000E+00,+8.68576137E-01,-3.87745583E-01,+9.51194587E-01,-4.19868801E-01,+9.25027764E-01,-3.65304580E-01,+9.94547033E-01,-3.76112504E-01
+2.62315588E+01,+0.00000000E+00,+8.68375250E-01,-3.87674535E-01,+9.50982187E-01,-4.19886691E-01,+9.25105806E-01,-3.65114907E-01,+9.94549973E-01,-3.75906301E-01
+2.62954502E+01,+0.00000000E+00,+8.68173671E-01,-3.87603379E-01,+9.50769111E-01,-4.19904781E-01,+9.25184028E-01,-3.64924684E-01,+9.94552920E-01,-3.75699516E-01
+2.63593768E+01,+0.00000000E+00,+8.67971399E-01,-3.87532114E-01,+9.50555358E-01,-4.19923073E-01,+9.25262431E-01,-3.64733908E-01,+9.94555876E-01,-3.75492150E-01
+2.64233388E+01,+0.00000000E+00,+8.67768432E-01,-3.87460742E-01,+9.50340927E-01,-4.19941568E-01,+9.25341015E-01,-3.64542580E-01,+9.94558841E-01,-3.75284202E-01
+2.64873362E+01,+0.00000000E+00,+8.67564766E-01,-3.87389262E-01,+9.50125814E-01,-4.19960267E-01,+9.25419780E-01,-3.64350698E-01,+9.94561813E-01,-3.75075670E-01
+2.65513694E+01,+0.00000000E+00,+8.67360400E-01,-3.87317675E-01,+9.49910020E-01,-4.19979173E-01,+9.25498726E-01,-3.64158261E-01,+9.94564795E-01,-3.74866553E-01
+2.66154383E+01,+0.00000000E+00,+8.67155332E-01,-3.87245983E-01,+9.49693540E-01,-4.19998287E-01,+9.25577852E-01,-3.63965268E-01,+9.94567784E-01,-3.74656852E-01
+2.66795431E+01,+0.00000000E+00,+8.66949559E-01,-3.87174184E-01,+9.49476375E-01,-4.20017611E-01,+9.25657160E-01,-3.63771719E-01,+9.94570782E-01,-3.74446563E-01
+2.67436840E+01,+0.00000000E+00,+8.66743079E-01,-3.87102281E-01,+9.49258522E-01,-4.20037146E-01,+9.25736648E-01,-3.63577611E-01,+9.94573789E-01,-3.74235687E-01
+2.68078610E+01,+0.00000000E+00,+8.66535890E-01,-3.87030273E-01,+9.49039978E-01,-4.20056894E-01,+9.25816318E-01,-3.63382944E-01,+9.94576804E-01,-3.74024223E-01
+2.68720745E+01,+0.00000000E+00,+8.66327990E-01,-3.86958160E-01,+9.48820744E-01,-4.20076857E-01,+9.25896168E-01,-3.63187718E-01,+9.94579827E-01,-3.73812170E-01
+2.69363244E+01,+0.00000000E+00,+8.66119375E-01,-3.86885945E-01,+9.48600815E-01,-4.20097036E-01,+9.25976200E-01,-3.62991930E-01,+9.94582859E-01,-3.73599526E-01
+2.70006109E+01,+0.00000000E+00,+8.65910045E-01,-3.86813626E-01,+9.48380191E-01,-4.20117433E-01,+9.26056413E-01,-3.62795580E-01,+9.94585900E-01,-3.73386290E-01
+2.70649342E+01,+0.00000000E+00,+8.65699996E-01,-3.86741204E-01,+9.48158870E-01,-4.20138050E-01,+9.26136806E-01,-3.62598666E-01,+9.94588949E-01,-3.73172462E-01
+2.71292945E+01,+0.00000000E+00,+8.65489227E-01,-3.86668681E-01,+9.47936850E-01,-4.20158889E-01,+9.26217381E-01,-3.62401189E-01,+9.94592006E-01,-3.72958041E-01
+2.71936918E+01,+0.00000000E+00,+8.65277734E-01,-3.86596056E-01,+9.47714128E-01,-4.20179951E-01,+9.26298138E-01,-3.62203145E-01,+9.94595073E-01,-3.72743025E-01
+2.72581263E+01,+0.00000000E+00,+8.65065517E-01,-3.86523331E-01,+9.47490703E-01,-4.20201238E-01,+9.26379075E-01,-3.62004536E-01,+9.94598147E-01,-3.72527414E-01
+2.73225981E+01,+0.00000000E+00,+8.64852571E-01,-3.86450505E-01,+9.47266574E-01,-4.20222752E-01,+9.26460194E-01,-3.61805358E-01,+9.94601231E-01,-3.72311206E-01
+2.73871075E+01,+0.00000000E+00,+8.64638895E-01,-3.86377579E-01,+9.47041737E-01,-4.20244495E-01,+9.26541494E-01,-3.61605612E-01,+9.94604322E-01,-3.72094401E-01
+2.74516545E+01,+0.00000000E+00,+8.64424486E-01,-3.86304555E-01,+9.46816192E-01,-4.20266468E-01,+9.26622975E-01,-3.61405297E-01,+9.94607423E-01,-3.71876996E-01
+2.75162393E+01,+0.00000000E+00,+8.64209342E-01,-3.86231431E-01,+9.46589935E-01,-4.20288674E-01,+9.26704637E-01,-3.61204410E-01,+9.94610532E-01,-3.71658993E-01
+2.75808621E+01,+0.00000000E+00,+8.63993461E-01,-3.86158210E-01,+9.46362966E-01,-4.20311113E-01,+9.26786481E-01,-3.61002951E-01,+9.94613650E-01,-3.71440388E-01
+2.76455229E+01,+0.00000000E+00,+8.63776839E-01,-3.86084891E-01,+9.46135282E-01,-4.20333788E-01,+9.26868507E-01,-3.60800919E-01,+9.94616776E-01,-3.71221182E-01
+2.77102220E+01,+0.00000000E+00,+8.63559475E-01,-3.86011476E-01,+9.45906881E-01,-4.20356701E-01,+9.26950714E-01,-3.60598313E-01,+9.94619912E-01,-3.71001373E-01
+2.77749595E+01,+0.00000000E+00,+8.63341366E-01,-3.85937964E-01,+9.45677761E-01,-4.20379854E-01,+9.27033102E-01,-3.60395131E-01,+9.94623056E-01,-3.70780959E-01
+2.78397356E+01,+0.00000000E+00,+8.63122510E-01,-3.85864356E-01,+9.45447920E-01,-4.20403248E-01,+9.27115672E-01,-3.60191373E-01,+9.94626208E-01,-3.70559941E-01
+2.79045503E+01,+0.00000000E+00,+8.62902904E-01,-3.85790653E-01,+9.45217356E-01,-4.20426886E-01,+9.27198423E-01,-3.59987037E-01,+9.94629369E-01,-3.70338317E-01
+2.79694039E+01,+0.00000000E+00,+8.62682545E-01,-3.85716856E-01,+9.44986067E-01,-4.20450769E-01,+9.27281356E-01,-3.59782122E-01,+9.94632540E-01,-3.70116086E-01
+2.80342965E+01,+0.00000000E+00,+8.62461430E-01,-3.85642965E-01,+9.44754050E-01,-4.20474899E-01,+9.27364471E-01,-3.59576627E-01,+9.94635718E-01,-3.69893246E-01
+2.80992283E+01,+0.00000000E+00,+8.62239559E-01,-3.85568981E-01,+9.44521305E-01,-4.20499278E-01,+9.27447767E-01,-3.59370551E-01,+9.94638906E-01,-3.69669797E-01
+2.81641994E+01,+0.00000000E+00,+8.62016927E-01,-3.85494904E-01,+9.44287828E-01,-4.20523909E-01,+9.27531245E-01,-3.59163893E-01,+9.94642102E-01,-3.69445737E-01
+2.82292099E+01,+0.00000000E+00,+8.61793532E-01,-3.85420735E-01,+9.44053618E-01,-4.20548792E-01,+9.27614905E-01,-3.58956651E-01,+9.94645308E-01,-3.69221066E-01
+2.82942601E+01,+0.00000000E+00,+8.61569371E-01,-3.85346474E-01,+9.43818672E-01,-4.20573931E-01,+9.27698746E-01,-3.58748824E-01,+9.94648522E-01,-3.68995782E-01
+2.83593500E+01,+0.00000000E+00,+8.61344442E-01,-3.85272123E-01,+9.43582989E-01,-4.20599327E-01,+9.27782769E-01,-3.58540412E-01,+9.94651745E-01,-3.68769884E-01
+2.84244799E+01,+0.00000000E+00,+8.61118743E-01,-3.85197681E-01,+9.43346566E-01,-4.20624981E-01,+9.27866974E-01,-3.58331412E-01,+9.94654977E-01,-3.68543371E-01
+2.84896499E+01,+0.00000000E+00,+8.60892270E-01,-3.85123150E-01,+9.43109400E-01,-4.20650897E-01,+9.27951361E-01,-3.58121824E-01,+9.94658217E-01,-3.68316243E-01
+2.85548601E+01,+0.00000000E+00,+8.60665021E-01,-3.85048530E-01,+9.42871491E-01,-4.20677076E-01,+9.28035930E-01,-3.57911647E-01,+9.94661467E-01,-3.68088496E-01
+2.86201108E+01,+0.00000000E+00,+8.60436993E-01,-3.84973822E-01,+9.42632835E-01,-4.20703520E-01,+9.28120680E-01,-3.57700879E-01,+9.94664725E-01,-3.67860132E-01
+2.86854020E+01,+0.00000000E+00,+8.60208183E-01,-3.84899026E-01,+9.42393431E-01,-4.20730231E-01,+9.28205613E-01,-3.57489519E-01,+9.94667993E-01,-3.67631148E-01
+2.87507340E+01,+0.00000000E+00,+8.59978589E-01,-3.84824143E-01,+9.42153275E-01,-4.20757212E-01,+9.28290727E-01,-3.57277566E-01,+9.94671269E-01,-3.67401543E-01
+2.88161068E+01,+0.00000000E+00,+8.59748208E-01,-3.84749174E-01,+9.41912367E-01,-4.20784464E-01,+9.28376024E-01,-3.57065019E-01,+9.94674554E-01,-3.67171317E-01
+2.88815207E+01,+0.00000000E+00,+8.59517037E-01,-3.84674119E-01,+9.41670703E-01,-4.20811990E-01,+9.28461502E-01,-3.56851876E-01,+9.94677849E-01,-3.66940467E-01
+2.89469759E+01,+0.00000000E+00,+8.59285073E-01,-3.84598978E-01,+9.41428282E-01,-4.20839791E-01,+9.28547163E-01,-3.56638136E-01,+9.94681152E-01,-3.66708993E-01
+2.90124724E+01,+0.00000000E+00,+8.59052313E-01,-3.84523754E-01,+9.41185101E-01,-4.20867870E-01,+9.28633006E-01,-3.56423798E-01,+9.94684465E-01,-3.66476894E-01
+2.90780105E+01,+0.00000000E+00,+8.58818756E-01,-3.84448446E-01,+9.40941158E-01,-4.20896230E-01,+9.28719031E-01,-3.56208861E-01,+9.94687786E-01,-3.66244168E-01
+2.91435903E+01,+0.00000000E+00,+8.58584397E-01,-3.84373055E-01,+9.40696450E-01,-4.20924871E-01,+9.28805238E-01,-3.55993324E-01,+9.94691116E-01,-3.66010814E-01
+2.92092119E+01,+0.00000000E+00,+8.58349234E-01,-3.84297582E-01,+9.40450976E-01,-4.20953797E-01,+9.28891628E-01,-3.55777184E-01,+9.94694456E-01,-3.65776832E-01
+2.92748756E+01,+0.00000000E+00,+8.58113264E-01,-3.84222027E-01,+9.40204732E-01,-4.20983009E-01,+9.28978199E-01,-3.55560441E-01,+9.94697805E-01,-3.65542219E-01
+2.93405816E+01,+0.00000000E+00,+8.57876484E-01,-3.84146391E-01,+9.39957717E-01,-4.21012511E-01,+9.29064953E-01,-3.55343094E-01,+9.94701162E-01,-3.65306975E-01
+2.94063299E+01,+0.00000000E+00,+8.57638891E-01,-3.84070674E-01,+9.39709929E-01,-4.21042303E-01,+9.29151890E-01,-3.55125141E-01,+9.94704529E-01,-3.65071098E-01
+2.94721207E+01,+0.00000000E+00,+8.57400482E-01,-3.83994879E-01,+9.39461364E-01,-4.21072389E-01,+9.29239008E-01,-3.54906582E-01,+9.94707905E-01,-3.64834587E-01
+2.95379543E+01,+0.00000000E+00,+8.57161255E-01,-3.83919004E-01,+9.39212020E-01,-4.21102770E-01,+9.29326310E-01,-3.54687414E-01,+9.94711290E-01,-3.64597441E-01
+2.96038308E+01,+0.00000000E+00,+8.56921206E-01,-3.83843051E-01,+9.38961895E-01,-4.21133450E-01,+9.29413793E-01,-3.54467636E-01,+9.94714685E-01,-3.64359659E-01
+2.96697503E+01,+0.00000000E+00,+8.56680332E-01,-3.83767021E-01,+9.38710987E-01,-4.21164429E-01,+9.29501459E-01,-3.54247248E-01,+9.94718088E-01,-3.64121240E-01
+2.97357131E+01,+0.00000000E+00,+8.56438630E-01,-3.83690914E-01,+9.38459293E-01,-4.21195711E-01,+9.29589308E-01,-3.54026247E-01,+9.94721501E-01,-3.63882181E-01
+2.98017193E+01,+0.00000000E+00,+8.56196098E-01,-3.83614731E-01,+9.38206811E-01,-4.21227299E-01,+9.29677339E-01,-3.53804633E-01,+9.94724923E-01,-3.63642482E-01
+2.98677690E+01,+0.00000000E+00,+8.55952732E-01,-3.83538473E-01,+9.37953538E-01,-4.21259193E-01,+9.29765553E-01,-3.53582403E-01,+9.94728354E-01,-3.63402143E-01
+2.99338626E+01,+0.00000000E+00,+8.55708528E-01,-3.83462141E-01,+9.37699472E-01,-4.21291398E-01,+9.29853949E-01,-3.53359558E-01,+9.94731795E-01,-3.63161160E-01
+3.00000000E+01,+0.00000000E+00,+8.55463485E-01,-3.83385735E-01,+9.37444609E-01,-4.21323914E-01,+9.29942528E-01,-3.53136095E-01,+9.94735245E-01,-3.62919534E-01
+3.00661816E+01,+0.00000000E+00,+8.55217598E-01,-3.83309255E-01,+9.37188949E-01,-4.21356745E-01,+9.30031290E-01,-3.52912013E-01,+9.94738704E-01,-3.62677262E-01
+3.01324074E+01,+0.00000000E+00,+8.54970865E-01,-3.83232704E-01,+9.36932487E-01,-4.21389893E-01,+9.30120234E-01,-3.52687311E-01,+9.94742172E-01,-3.62434344E-01
+3.01986777E+01,+0.00000000E+00,+8.54723283E-01,-3.83156081E-01,+9.36675222E-01,-4.21423361E-01,+9.30209361E-01,-3.52461987E-01,+9.94745650E-01,-3.62190778E-01
+3.02649926E+01,+0.00000000E+00,+8.54474847E-01,-3.83079387E-01,+9.36417151E-01,-4.21457151E-01,+9.30298672E-01,-3.52236041E-01,+9.94749138E-01,-3.61946563E-01
+3.03313524E+01,+0.00000000E+00,+8.54225556E-01,-3.83002623E-01,+9.36158272E-01,-4.21491265E-01,+9.30388164E-01,-3.52009469E-01,+9.94752634E-01,-3.61701697E-01
+3.03977571E+01,+0.00000000E+00,+8.53975405E-01,-3.82925790E-01,+9.35898581E-01,-4.21525706E-01,+9.30477840E-01,-3.51782272E-01,+9.94756140E-01,-3.61456180E-01
+3.04642070E+01,+0.00000000E+00,+8.53724392E-01,-3.82848889E-01,+9.35638076E-01,-4.21560477E-01,+9.30567699E-01,-3.51554448E-01,+9.94759656E-01,-3.61210010E-01
+3.05307023E+01,+0.00000000E+00,+8.53472514E-01,-3.82771920E-01,+9.35376755E-01,-4.21595580E-01,+9.30657741E-01,-3.51325995E-01,+9.94763181E-01,-3.60963185E-01
+3.05972432E+01,+0.00000000E+00,+8.53219766E-01,-3.82694884E-01,+9.35114615E-01,-4.21631018E-01,+9.30747965E-01,-3.51096913E-01,+9.94766715E-01,-3.60715705E-01
+3.06638297E+01,+0.00000000E+00,+8.52966146E-01,-3.82617783E-01,+9.34851653E-01,-4.21666793E-01,+9.30838373E-01,-3.50867198E-01,+9.94770259E-01,-3.60467567E-01
+3.07304622E+01,+0.00000000E+00,+8.52711650E-01,-3.82540616E-01,+9.34587867E-01,-4.21702908E-01,+9.30928964E-01,-3.50636851E-01,+9.94773812E-01,-3.60218772E-01
+3.07971408E+01,+0.00000000E+00,+8.52456275E-01,-3.82463384E-01,+9.34323253E-01,-4.21739366E-01,+9.31019738E-01,-3.50405870E-01,+9.94777375E-01,-3.59969316E-01
+3.08638657E+01,+0.00000000E+00,+8.52200017E-01,-3.82386089E-01,+9.34057809E-01,-4.21776169E-01,+9.31110695E-01,-3.50174253E-01,+9.94780948E-01,-3.59719199E-01
+3.09306370E+01,+0.00000000E+00,+8.51942874E-01,-3.82308732E-01,+9.33791533E-01,-4.21813320E-01,+9.31201836E-01,-3.49941998E-01,+9.94784530E-01,-3.59468419E-01
+3.09974550E+01,+0.00000000E+00,+8.51684841E-01,-3.82231312E-01,+9.33524421E-01,-4.21850822E-01,+9.31293159E-01,-3.49709105E-01,+9.94788121E-01,-3.59216976E-01
+3.10643198E+01,+0.00000000E+00,+8.51425915E-01,-3.82153831E-01,+9.33256471E-01,-4.21888678E-01,+9.31384666E-01,-3.49475572E-01,+9.94791723E-01,-3.58964867E-01
+3.11312317E+01,+0.00000000E+00,+8.51166093E-01,-3.82076290E-01,+9.32987679E-01,-4.21926889E-01,+9.31476356E-01,-3.49241397E-01,+9.94795334E-01,-3.58712092E-01
+3.11981908E+01,+0.00000000E+00,+8.50905372E-01,-3.81998690E-01,+9.32718044E-01,-4.21965460E-01,+9.31568230E-01,-3.49006579E-01,+9.94798954E-01,-3.58458648E-01
+3.12651974E+01,+0.00000000E+00,+8.50643746E-01,-3.81921031E-01,+9.32447562E-01,-4.22004393E-01,+9.31660287E-01,-3.48771117E-01,+9.94802584E-01,-3.58204535E-01
+3.13322515E+01,+0.00000000E+00,+8.50381214E-01,-3.81843314E-01,+9.32176231E-01,-4.22043690E-01,+9.31752527E-01,-3.48535009E-01,+9.94806224E-01,-3.57949750E-01
+3.13993535E+01,+0.00000000E+00,+8.50117772E-01,-3.81765540E-01,+9.31904047E-01,-4.22083354E-01,+9.31844951E-01,-3.48298253E-01,+9.94809874E-01,-3.57694294E-01
+3.14665034E+01,+0.00000000E+00,+8.49853415E-01,-3.81687711E-01,+9.31631008E-01,-4.22123389E-01,+9.31937558E-01,-3.48060848E-01,+9.94813533E-01,-3.57438163E-01
+3.15337016E+01,+0.00000000E+00,+8.49588140E-01,-3.81609826E-01,+9.31357110E-01,-4.22163798E-01,+9.32030349E-01,-3.47822792E-01,+9.94817203E-01,-3.57181357E-01
+3.16009481E+01,+0.00000000E+00,+8.49321944E-01,-3.81531887E-01,+9.31082352E-01,-4.22204582E-01,+9.32123324E-01,-3.47584084E-01,+9.94820882E-01,-3.56923875E-01
+3.16682433E+01,+0.00000000E+00,+8.49054823E-01,-3.81453895E-01,+9.30806729E-01,-4.22245746E-01,+9.32216482E-01,-3.47344723E-01,+9.94824570E-01,-3.56665714E-01
+3.17355872E+01,+0.00000000E+00,+8.48786773E-01,-3.81375851E-01,+9.30530239E-01,-4.22287292E-01,+9.32309824E-01,-3.47104706E-01,+9.94828269E-01,-3.56406873E-01
+3.18029801E+01,+0.00000000E+00,+8.48517790E-01,-3.81297754E-01,+9.30252879E-01,-4.22329223E-01,+9.32403350E-01,-3.46864032E-01,+9.94831977E-01,-3.56147351E-01
+3.18704222E+01,+0.00000000E+00,+8.48247871E-01,-3.81219608E-01,+9.29974645E-01,-4.22371542E-01,+9.32497059E-01,-3.46622700E-01,+9.94835696E-01,-3.55887146E-01
+3.19379137E+01,+0.00000000E+00,+8.47977012E-01,-3.81141412E-01,+9.29695536E-01,-4.22414252E-01,+9.32590952E-01,-3.46380709E-01,+9.94839424E-01,-3.55626258E-01
+3.20054548E+01,+0.00000000E+00,+8.47705209E-01,-3.81063166E-01,+9.29415547E-01,-4.22457356E-01,+9.32685029E-01,-3.46138055E-01,+9.94843162E-01,-3.55364683E-01
+3.20730457E+01,+0.00000000E+00,+8.47432458E-01,-3.80984874E-01,+9.29134675E-01,-4.22500858E-01,+9.32779290E-01,-3.45894739E-01,+9.94846910E-01,-3.55102421E-01
+3.21406866E+01,+0.00000000E+00,+8.47158756E-01,-3.80906534E-01,+9.28852919E-01,-4.22544760E-01,+9.32873735E-01,-3.45650758E-01,+9.94850668E-01,-3.54839471E-01
+3.22083777E+01,+0.00000000E+00,+8.46884097E-01,-3.80828148E-01,+9.28570273E-01,-4.22589066E-01,+9.32968364E-01,-3.45406111E-01,+9.94854436E-01,-3.54575830E-01
+3.22761193E+01,+0.00000000E+00,+8.46608480E-01,-3.80749717E-01,+9.28286736E-01,-4.22633778E-01,+9.33063177E-01,-3.45160796E-01,+9.94858214E-01,-3.54311497E-01
+3.23439114E+01,+0.00000000E+00,+8.46331898E-01,-3.80671243E-01,+9.28002305E-01,-4.22678901E-01,+9.33158174E-01,-3.44914811E-01,+9.94862002E-01,-3.54046471E-01
+3.24117544E+01,+0.00000000E+00,+8.46054350E-01,-3.80592725E-01,+9.27716975E-01,-4.22724437E-01,+9.33253355E-01,-3.44668155E-01,+9.94865801E-01,-3.53780751E-01
+3.24796484E+01,+0.00000000E+00,+8.45775830E-01,-3.80514165E-01,+9.27430743E-01,-4.22770389E-01,+9.33348720E-01,-3.44420826E-01,+9.94869609E-01,-3.53514333E-01
+3.25475937E+01,+0.00000000E+00,+8.45496334E-01,-3.80435564E-01,+9.27143608E-01,-4.22816761E-01,+9.33444269E-01,-3.44172823E-01,+9.94873427E-01,-3.53247218E-01
+3.26155904E+01,+0.00000000E+00,+8.45215858E-01,-3.80356923E-01,+9.26855564E-01,-4.22863555E-01,+9.33540003E-01,-3.43924144E-01,+9.94877255E-01,-3.52979403E-01
+3.26836388E+01,+0.00000000E+00,+8.44934399E-01,-3.80278243E-01,+9.26566609E-01,-4.22910777E-01,+9.33635921E-01,-3.43674786E-01,+9.94881094E-01,-3.52710886E-01
+3.27517392E+01,+0.00000000E+00,+8.44651953E-01,-3.80199525E-01,+9.26276740E-01,-4.22958427E-01,+9.33732023E-01,-3.43424750E-01,+9.94884943E-01,-3.52441667E-01
+3.28198916E+01,+0.00000000E+00,+8.44368514E-01,-3.80120770E-01,+9.25985954E-01,-4.23006511E-01,+9.33828309E-01,-3.43174032E-01,+9.94888802E-01,-3.52171744E-01
+3.28880963E+01,+0.00000000E+00,+8.44084078E-01,-3.80041978E-01,+9.25694246E-01,-4.23055032E-01,+9.33924780E-01,-3.42922631E-01,+9.94892671E-01,-3.51901114E-01
+3.29563536E+01,+0.00000000E+00,+8.43798643E-01,-3.79963152E-01,+9.25401614E-01,-4.23103992E-01,+9.34021436E-01,-3.42670546E-01,+9.94896550E-01,-3.51629776E-01
+3.30246636E+01,+0.00000000E+00,+8.43512203E-01,-3.79884292E-01,+9.25108054E-01,-4.23153396E-01,+9.34118276E-01,-3.42417775E-01,+9.94900440E-01,-3.51357730E-01
+3.30930267E+01,+0.00000000E+00,+8.43224754E-01,-3.79805399E-01,+9.24813563E-01,-4.23203247E-01,+9.34215300E-01,-3.42164315E-01,+9.94904340E-01,-3.51084972E-01
+3.31614429E+01,+0.00000000E+00,+8.42936291E-01,-3.79726473E-01,+9.24518137E-01,-4.23253549E-01,+9.34312509E-01,-3.41910166E-01,+9.94908250E-01,-3.50811501E-01
+3.32299125E+01,+0.00000000E+00,+8.42646811E-01,-3.79647518E-01,+9.24221773E-01,-4.23304304E-01,+9.34409903E-01,-3.41655325E-01,+9.94912171E-01,-3.50537316E-01
+3.32984358E+01,+0.00000000E+00,+8.42356309E-01,-3.79568532E-01,+9.23924468E-01,-4.23355517E-01,+9.34507481E-01,-3.41399791E-01,+9.94916102E-01,-3.50262416E-01
+3.33670130E+01,+0.00000000E+00,+8.42064781E-01,-3.79489518E-01,+9.23626217E-01,-4.23407191E-01,+9.34605244E-01,-3.41143562E-01,+9.94920043E-01,-3.49986797E-01
