n,Re(m_ibc0.11),Im(m_ibc0.11),Abs(m_ibc0.11),Arg(m_ibc0.11),Re(m_ibc0.21),Im(m_ibc0.21),Abs(m_ibc0.21),Arg(m_ibc0.21),Re(m_ibc0.12),Im(m_ibc0.12),Abs(m_ibc0.12),Arg(m_ibc0.12),Re(m_ibc0.22),Im(m_ibc0.22),Abs(m_ibc0.22),Arg(m_ibc0.22)
+7.90000000E+01,-3.52124771E-14,-1.87649879E-07,+1.87649879E-07,-1.57079651E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.02203475E-14,+1.01095734E-07,+1.01095734E-07,+1.57079643E+00
+8.00000000E+01,-1.99604795E-15,-4.46771522E-08,+4.46771522E-08,-1.57079637E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.90576702E-16,+2.43017838E-08,+2.43017838E-08,+1.57079635E+00
+8.10000000E+01,-1.04689977E-16,-1.02318119E-08,+1.02318119E-08,-1.57079634E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.14799633E-17,+5.61070070E-09,+5.61070070E-09,+1.57079633E+00
+8.20000000E+01,-5.09103356E-18,-2.25633185E-09,+2.25633185E-09,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.55188409E-18,+1.24574636E-09,+1.24574636E-09,+1.57079633E+00
+8.30000000E+01,-2.30003331E-19,-4.79586461E-10,+4.79586461E-10,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.09218225E-20,+2.66311387E-10,+2.66311387E-10,+1.57079633E+00
+8.40000000E+01,-9.67175545E-21,-9.83448509E-11,+9.83448509E-11,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.01124014E-21,+5.48746564E-11,+5.48746564E-11,+1.57079633E+00
+8.50000000E+01,-3.81150846E-22,-1.94734319E-11,+1.94734319E-11,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.18962034E-22,+1.09097724E-11,+1.09097724E-11,+1.57079633E+00
+8.60000000E+01,-1.38880238E-23,-3.72652718E-12,+3.72652718E-12,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.38852093E-24,+2.09474334E-12,+2.09474334E-12,+1.57079633E+00
+8.70000000E+01,-4.75780696E-25,-6.89735375E-13,+6.89735375E-13,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.51264342E-25,+3.88776261E-13,+3.88776261E-13,+1.57079633E+00
+8.80000000E+01,-1.52482318E-26,-1.23567611E-13,+1.23567611E-13,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.89619330E-27,+6.98041108E-14,+6.98041108E-14,+1.57079633E+00
+8.90000000E+01,-4.66771534E-28,-2.14428055E-14,+2.14428055E-14,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.53427121E-28,+1.21342135E-14,+1.21342135E-14,+1.57079633E+00
+9.00000000E+01,-1.45648325E-29,-3.60668943E-15,+3.60668943E-15,-1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.03486040E-30,+2.04366300E-15,+2.04366300E-15,+1.57079633E+00
